X,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
707,55,63000,4,231636,2.47,31.53,61.09,1.76,8.66,13.87,31.43,15.28,10.4,231636,100,22785,72.54,0.33,34.45,24.83,16.52,14.6,27675,11704,14210,8073,9619,7261,5648,5967,52237,23.5,11.03,31.21,18.99,8.8,57.84,24.75,29.63,16.58,24.85,13.21,45.78,16.76,15.12,3.14,46.1,42.05,49.89,46.18,56.1,63.2,23779,14.34,14423,14.87,21.55,29.58,38.06,0.93,1.34,1.84,2.37,85.82,2.55,6.99,3.94,2.37,2.61,2.18,48.42,2.93,53.97,2,7547,92.54,44,9.51,32.68,1939,7.79,0.53,53600,65200,75500,21900,307,377,444,137,442,32.3,22.1,15.7,294,1,6.23,69.01,45.53,85.12,91.51,628,272.16,556,240.95,453696,196618.8,722.4,272.2,82.43,77.71,13.22,7.32,0.8,20.54,34,7,230.5,37.1,6248.1,10.77,285,54179436,88.54,10,5.41,234798.09,64,27.74,159,68.91,1638,709.86,843,365.33,6340,2747.57,1,2954,1280.18,348,150.81,1171.84,10038.61
54,95,77000,1,332943,2.54,19.7,76.96,1.05,3.97,14.78,28.65,14.52,12.25,332943,100,24819,71.86,0.36,36.37,28.93,12.29,18.44,30980,11894,13077,7722,9450,12415,7272,7817,62426,19.09,8.57,26.84,14.06,9.92,55.56,19.58,26.72,18.52,22.88,11.86,34.15,15.15,13.62,3.13,62.64,58.92,68.72,65.53,57.77,66.3,15969,6,9263,19.16,27.39,32.16,37.1,0.53,0.76,0.89,1.03,93.15,0.8,5.59,3.65,2.5,2.64,2.28,64.11,1.95,47.33,3,11242,92.09,60.65,13.37,48.67,1951,5.49,0.34,33800,48900,68500,34700,210,286,365,155,378,27.2,17,13.9,260,12,2.78,76.14,56.77,88,93.19,683,210.82,551,170.08,351211,108407.8,514.2,210.8,97.91,78.77,16.98,4.1,0,21.08,30,12,89.3,83.5,3988.5,3,222,41348280,80.67,5,4.39,127629.2,45,13.89,357,110.19,1594,492.02,1195,368.86,5502,1698.29,1,4517,1394.26,357,110.19,984.96,7910.25
1213,13,51000,6,275221,3.01,58.46,28.62,1.19,26.07,16.79,31.88,16.08,8.51,275221,100,21650,71.27,0.3,17.88,24.5,22.23,10.53,25816,9424,11412,8870,8021,11532,7104,7853,70702,26.34,21.97,48.79,8.55,14.71,51.51,20.62,22.28,26.45,14.14,11.84,47.63,15.92,14,3.55,43.2,34.59,48.41,44.71,53.87,59.85,42040,20,51423,16.95,29.15,39.29,51.21,3.17,5.45,7.34,9.57,63.25,11.03,13.13,9.07,2.91,3.4,2.76,26.97,13.62,69.58,2,10921,89.34,23.06,11.05,42.99,1949,15,2.08,77300,110000,148700,71400,252,385,494,242,445,26.9,24.4,15.2,1974,842,18.68,50.58,56.99,87.66,90.84,142,54.57,130,49.96,40000,15370.9,281.7,54.6,42.71,85.92,11.27,2.82,0,14.08,0,5,253.5,24.7,11153.6,24.89,35,11568702,91.55,0,0,44455.3,96,36.89,257,98.76,5892,2264.13,3977,1528.25,6879,2643.41,1,10993,4224.31,184,70.71,3928.03,10942.54
674,119,81677,4,48718,2.51,19.03,73.65,3.07,14.16,10.76,24.85,11.54,13.51,48718,100,44004,80.23,0.51,54.79,27.89,4.71,14.66,56684,24330,27864,13741,14630,21738,10654,11419,3645,7.68,7.88,19.69,37.48,5.02,64.7,8.84,32.52,5.95,40.1,8.16,36.51,11.95,10.22,3.05,73.04,67.53,86.67,69.74,58.18,69.55,2181,6.71,10313,18.29,28.91,36.3,44.77,3.87,6.12,7.69,9.48,76.13,5.04,6.36,4.03,2.39,2.56,2.21,55.26,6.12,61.1,2,1282,93.81,51.63,0.94,36.19,1950,2.28,0.44,239300,296000,390400,151100,386,545,777,391,589,25.9,20.9,13.9,539,3,21.17,59.62,60.63,82.48,90.09,200,402.58,176,354.27,47951,96519.7,239.8,402.6,86.15,87.5,8.5,4,0,12.5,2,9,107.2,10.2,4794.1,18.8,56,12450292,88,0,1,250609.7,0,0,7,14.09,84,169.08,91,183.17,205,412.64,1,278,559.58,4,8.05,366.34,5410.63
2097,810,82000,10,393069,2.9,13.91,80.5,4.33,3.09,14.92,32.58,15.46,5.44,389533,99.1,36271,89.64,0.5,40.64,14.03,3.04,16.87,39112,15242,16327,10726,12323,10821,10468,11025,22307,5.86,3.06,12.03,25.5,3.86,73.79,8.46,23.41,8.63,30.35,8.83,30.06,12.61,10.69,3.21,81.23,78.47,88.85,81.03,60.67,68.95,5599,2.35,20517,12.41,20.06,29.47,36.54,0.65,1.05,1.54,1.91,92.07,0.73,4.8,3.65,2.82,2.9,2.67,64.46,2.48,33.3,3,11471,92.2,62.49,0.68,28.06,1978,2.5,0.31,78800,96500,134000,55200,420,484,556,136,577,27,24.9,12.2,297,0,5.22,35.64,35.82,59.94,70.96,597,136.94,546,125.24,845915,194035.41,1416.9,136.9,91.22,88.78,8.04,1.51,1.17,10.72,47,9,109.1,257.3,1527.9,0.75,366,35618344,91.46,10,7.87,81701.1,22,5.05,181,41.52,631,144.74,414,94.96,3261,748.01,0,1195,274.11,200,45.88,286.27,4465.56
1121,1,73070,6,108056,2.58,17.78,76.28,2.6,9.77,10.46,26,11.55,11.86,108056,100,49787,82.57,0.58,54.11,24.22,5.43,14.57,57360,27092,30975,13309,14211,29924,10707,13109,6728,6.29,7.21,18.81,35.13,5.08,67.95,17.99,21.6,7.97,37.24,7.96,35.01,11.56,9.86,3.08,72.41,67.92,79.89,75.16,59.38,68.27,4551,6.42,20075,17.41,27.21,35.38,42.52,3.24,5.06,6.57,7.9,77.07,3.87,5.87,3.99,2.54,2.65,2.39,60.42,4.91,53.06,2,2334,94.73,57.87,1.37,27.98,1961,1.67,0.47,225600,295700,414000,188400,483,716,931,448,794,26.5,22.8,14.7,132,18,18.58,41.96,54.75,80.59,81.75,299,278.92,242,225.75,87960,82053,294.2,278.9,87.65,88.29,4.01,7.36,0,11.37,13,8,66,39.1,2765.1,11.33,114,14848223,80.94,0,4.35,138510.8,8,7.46,22,20.52,270,251.87,237,221.08,1105,1030.79,0,727,678.18,31,28.92,500.94,5005.64
1031,31,77840,5,47025,2.98,1.06,95,3.12,3.08,14.01,25.19,13.66,11.48,47025,100,59290,85.9,0.71,63.26,25.74,2.29,14.92,64933,25131,25340,12024,7181,26974,9908,16906,1027,2.28,5.87,14.66,35.8,3.91,66.45,19.47,23.57,7.47,38.33,4.63,29.94,6.88,5.81,3.2,89.41,87.54,94.41,86.12,46.95,62.85,178,0.54,5068,7.2,13.3,17.88,23.13,0.78,1.43,1.93,2.49,84.97,1.48,4.46,3.64,2.86,3,2.1,88.48,0.86,25.64,3,549,96.63,84.34,2.73,45.36,1962,0.34,0.21,191200,242200,301200,110000,511,693,872,361,738,26.9,23.1,13.7,0,0,10.78,63.4,64.92,81.74,93.56,100,202.48,94,190.33,38849,78660.8,388.5,202.5,96,99,0,1,0,1,5,12,25,24.7,1905.3,4.11,36,5008196,94,0,5,101405.1,1,2.02,9,18.22,16,32.4,36,72.89,227,459.63,1,464,939.5,5,10.12,125.54,5088.28
2086,79,85300,10,63221,2.36,0.3,98.23,0.63,1.45,10.49,25.52,10.88,15.88,63221,100,29622,74.04,0.31,55.23,33.31,5.35,21.36,36085,13978,14082,4412,8196,10278,11276,9738,3258,5.25,7.3,20.84,12.36,4.01,64,23.12,21.36,16.66,20.58,9.69,28.96,11.56,10.69,2.96,75.37,75.27,86.42,77.01,69.84,76.85,788,1.63,1785,4.65,10.25,12.16,13.33,0.13,0.29,0.34,0.38,94.54,0.52,3.21,2.05,2.32,2.61,1.89,66.92,1.26,55.44,2,705,97.44,59.4,0.43,29.79,1951,1.12,0.47,53500,63100,73200,19700,323,391,465,142,446,23.5,21.6,14.9,0,0,2.82,84.64,58.44,88.83,96.2,130,210.52,124,200.8,47000,76109.7,361.5,210.5,98.86,98.46,0,0,0.77,0.77,13,14,38.5,11.7,5385.8,4.14,34,8050000,95.38,0,10,130358,2,3.24,8,12.95,78,126.31,58,93.92,423,684.99,0,265,429.13,42,68.01,236.43,4516.38
2055,11,50260,10,79662,2.57,1.62,95.15,1.93,3.02,12.12,28.51,12.71,9.14,79662,100,40505,84.8,1.18,50.24,20.88,4.16,12.92,46614,18010,18199,15181,11961,17049,9018,10798,5135,6.53,6.63,17.31,28.84,6.03,70.46,31.4,18.82,11.91,32.41,9.25,31.11,12.01,10.67,3.08,79.44,77.34,84.97,79.64,62.87,72.21,985,1.82,5573,18.27,25.46,32.08,40.66,1.28,1.78,2.24,2.84,84.94,1.75,3.68,2.49,2.53,2.74,2.25,62.46,1.59,51.12,2,2332,93.01,57.71,0.73,25.51,1969,3.73,0.3,116000,138800,166100,50100,440,574,686,246,645,26,23.2,14.8,26,2,7,37.01,47.72,71.02,73.34,158,196.43,137,170.32,61132,76001.7,386.9,196.4,97.05,98.1,0.63,1.27,0,1.9,8,6,159.7,32,2486.9,1.16,35,9732848,86.71,10,5.06,121002.6,3,3.73,26,32.32,13,16.16,26,32.32,380,472.43,0,266,330.7,35,43.51,84.54,3252.32
55,101,60000,1,1585577,2.63,39.86,53.52,2.74,5.63,13.92,28.02,14.12,13.74,1585577,100,24603,70.12,0.35,32.15,31.63,13.98,18.2,30140,12091,15027,9061,10146,8285,5083,6053,313374,20.27,11.29,35.69,15.22,9.62,52.77,13.58,29.55,14.13,24.81,10.62,42.11,14.12,12.53,3.26,53.45,47.22,62.33,56.66,54.09,62.23,138864,11.53,104814,16.38,24.3,33.12,42.58,1.08,1.61,2.19,2.81,86.31,2.63,8.48,5.42,2.56,2.75,2.25,66.55,4.69,42.28,3,71824,89.36,61.95,21.96,59.26,1939,4.25,0.88,27900,49400,77100,49200,252,358,483,231,452,29.8,19.3,14.8,3416,1069,6.61,73.58,64.33,88.86,92.65,6523,426.38,6519,426.12,5480855,358261.41,840.2,426.4,79.54,73.48,23.18,2.84,0,25.95,273,14,39.9,140,11326,29.31,822,287578496,99.94,0,4.19,187978.5,439,28.7,785,51.31,11531,753.74,6821,445.86,15117,988.14,0,23785,1554.73,2282,149.17,1279.6,5253.14
1615,17,37875,8,53884,2.46,4.18,89.39,5.22,2.63,10.98,28.76,13.19,13.53,53884,100,34344,77,0.57,42.44,29.64,6.55,16.26,42099,15820,16225,13687,10648,11503,9327,12752,4029,7.55,7.2,22.12,20.12,7.65,64.52,13.93,24.7,11.79,28.64,7.34,38.7,10.7,9.14,3.11,72.56,70.83,84.53,77.18,61.8,67.69,1236,3.43,7316,19.41,28.7,38.97,49.51,2.64,3.9,5.29,6.72,83.65,3.04,5.15,3.19,2.43,2.85,2.1,50.86,2.59,60.99,2,1296,94.42,43.25,2.08,26.16,1939,1.61,0.26,139100,162900,187900,48800,393,575,711,318,651,26.7,22.1,14.7,128,4,13.58,74.16,57.97,81.99,91.11,117,224.63,111,213.11,21900,42046.7,187.2,224.6,91.1,98.29,1.71,0,0,1.71,4,2,128.2,5.3,10219.2,24.37,24,3888267,94.87,0,3.42,74652.3,2,3.84,12,23.04,76,145.92,372,714.22,453,869.73,0,393,754.54,0,0,887.01,3202.46
1483,9,80070,7,108961,2.52,12.97,79.55,0.72,13.38,12.46,27.7,12.94,14.74,108961,100,30533,74.28,0.5,40.34,31.57,9.95,18.37,37942,14209,15550,9765,11210,12159,7001,7761,12922,12.09,15.26,33.18,14.11,7.77,59.92,27.06,22.88,18.48,22.31,9.79,34.44,12.71,11.36,3.1,64.25,59.5,71.13,69.69,54.74,66.16,5432,6.61,9461,4.97,9.9,16.61,21.53,0.43,0.86,1.44,1.87,76.38,4.39,5.13,3.43,2.48,2.65,2.31,52.41,3.31,58.77,2,4041,91.44,49.02,7,36.35,1953,5.26,0.5,107000,131800,155700,48700,286,404,505,219,492,26.8,23.2,13.9,98,7,8.68,66.6,55.75,85.71,91.74,315,304.28,285,275.3,94000,90801.1,298.4,304.3,98.6,80.95,6.03,13.02,0,19.05,28,6,98.4,29.6,3682.4,3.18,86,20654224,90.48,0,8.89,199513.41,20,19.32,39,37.67,288,278.2,239,230.87,1815,1753.23,1,1377,1330.14,12,11.59,566.06,7883.27
531,23,19000,3,43548,2.92,2.23,88.14,9.06,2.86,13.54,25.63,12.2,8.2,43548,100,58769,87.61,0.45,60.97,20.27,2.69,15.05,64076,24467,25146,22207,20160,18839,15212,21944,987,2.27,4.17,11.99,40.94,3.86,70.02,17.06,28.05,7.58,41.88,4.55,28.36,7.2,5.9,3.26,89.38,87.69,96.75,86.79,55,67.74,166,0.57,6093,11.88,19.37,29.26,36.89,1.66,2.71,4.09,5.16,81.48,2.02,4.34,3.59,2.92,3.03,2.31,87.6,1.48,32.03,3,474,96.92,84.3,1.05,36.92,1968,0.23,0.41,147700,190400,242200,94500,604,684,872,268,731,25.9,22.5,14.1,7,0,13.99,46.97,62.42,78.8,85.19,91,200.56,82,180.72,20600,45401.5,226.4,200.6,72.23,69.05,1.59,1.59,0,3.17,2,10,1.1,22.8,1910.5,10,56,4682670,90.11,0,2.2,103203.9,0,0,11,24.24,18,39.67,40,88.16,213,469.44,0,101,222.6,7,15.43,152.07,3321.36
2207,9,82870,10,54021,2.54,12.43,84.12,2.03,3.57,11.86,27.72,13.18,13.39,54021,100,35723,81.36,0.65,40.72,28.21,4.89,16.83,41907,15810,16291,13643,14383,11474,11614,12975,3190,6.06,8.49,25.52,17.18,5.45,65.53,18.23,23.03,13.64,23.77,9.31,34.47,12.38,10.93,3.05,71.24,68.64,81.27,75.22,59.63,71.91,1311,3.55,4521,13.03,20.48,31.3,39.68,1.09,1.71,2.62,3.32,86.98,1.63,4.24,2.8,2.48,2.73,2.15,61.78,2.49,57.29,2,1395,93.85,56.06,0.86,24.44,1958,1.91,0.28,126300,147000,170700,44400,437,534,622,185,621,26.4,23.6,15,64,0,8.37,70.31,59.11,86.26,91.48,106,200.58,103,194.9,38789,73397.3,365.9,200.6,89.78,94.34,4.72,0.94,0,5.66,6,4,25.7,11.2,4812.3,3.35,35,6025642,97.17,0,5.66,114018.4,0,0,5,9.46,66,124.89,80,151.38,521,985.85,0,467,883.67,10,18.92,285.73,5144.94
1127,1,56060,6,78331,2.56,15.48,79.29,1.65,9.37,10.6,26.36,11.59,11.33,78331,100,48171,83.88,0.79,52.92,22.54,4.34,12.42,55269,23075,25187,14662,8778,20087,13765,14757,4034,5.2,7.84,20.48,29.54,4.69,70.65,20.24,21.83,10.3,33.63,8.5,33.93,11.91,10.29,3.08,74.35,69.28,83.76,74.64,61.28,70.14,2357,4.63,10421,10.97,21.15,29.89,37.59,1.46,2.81,3.98,5,80.42,3.65,5.3,3.6,2.53,2.67,2.31,65.33,3.81,49.62,3,1664,94.84,61.98,3.79,37.8,1958,1.49,0.39,196000,241300,309900,113900,471,647,860,389,738,26.6,23.7,15.4,121,7,13.3,48.28,58.49,86.1,87.52,164,208.36,149,189.3,146178,185717.2,891.3,208.4,98.8,79.88,12.8,6.1,0.61,19.51,20,5,7.9,23.6,3315.6,8.17,60,9267109,90.85,0,12.2,117737.4,9,11.43,10,12.7,188,238.85,118,149.92,840,1067.21,0,552,701.31,13,16.52,412.91,4981.58
1795,31,13690,9,71742,2.47,1.4,92.76,3.5,6.8,10.56,23.01,10.97,18.96,71742,100,39905,75.39,0.62,53.95,37.02,3.23,20.22,48033,18950,19241,13412,8078,17846,12612,13044,3327,4.7,12.35,27.14,20.43,4.71,62.31,23.42,19.55,13.37,26.96,6.72,30.42,8.98,7.93,3,81.63,80.21,89.64,83.87,57.55,69.63,570,1.16,13659,10.68,16.65,25.51,32.02,2.03,3.17,4.86,6.1,71.84,3.97,3.93,2.71,2.44,2.65,2.11,66.1,2.13,51.65,2,958,96.81,60.81,0.42,41.54,1947,1.54,0.19,159600,185000,223700,64100,387,537,674,287,613,24,23.4,14.3,2,0,19.04,63.44,67.63,84.15,93.35,142,190.9,127,170.73,116500,156615.5,820.4,190.9,94.17,98.59,0,1.41,0,1.41,14,7,19.7,11.7,6124.7,5.66,64,6969433,89.44,0,9.86,93692.8,0,0,8,10.75,72,96.79,73,98.14,438,588.82,0,450,604.95,5,6.72,205.68,3085.26
529,3,74300,3,85427,2.55,0.79,97.97,0.83,0.99,12.1,24.16,11.21,15.12,85427,100,35786,77.18,0.36,48.16,32.68,5.3,20.85,42120,16371,16393,13614,11080,18571,10244,15803,4078,4.84,6.04,22.18,21.26,5.44,63.59,19.95,23.88,12.08,27.59,7.91,28.01,10.64,9.37,3.08,81.43,79.06,91.95,76.32,64.43,72.52,768,1.18,3610,4.6,7.92,10.53,14.24,0.19,0.33,0.44,0.6,93.52,0.67,3.67,2.57,2.52,2.73,1.91,80.58,1.06,44.43,3,1704,95.15,74.41,2.23,36.85,1958,0.95,0.3,96900,116600,142700,45800,324,511,629,305,570,27.3,22.7,14.1,0,0,4.23,75.27,65.58,82.04,93.2,168,196.01,166,193.67,83631,97573.2,497.8,196,98.57,99.4,0.6,0,0,0.6,6,12,59.5,36.8,2322.5,1.76,68,11102485,98.81,0,3.57,129534,3,3.5,17,19.83,35,40.83,308,359.35,517,603.19,0,636,742.03,48,56,423.52,4252.66
1046,77,2000,5,105090,2.46,4.98,86.17,1.35,11.68,12.67,27.39,13.52,15.05,105090,100,25983,72.34,0.36,42.89,33.13,8.55,19.62,31972,12822,13778,8390,6560,7977,5656,6019,12999,12.86,11.62,30.56,15.27,6.26,59.22,22.34,23.29,18.83,21.1,10.68,34.2,13.27,12.07,3,65.5,61.24,70.66,68.72,56.38,67.79,4601,6.05,6088,18.43,26.76,33.89,42.77,1.07,1.55,1.96,2.48,82.77,3.74,4.66,2.93,2.36,2.56,2.1,61.46,2.98,47.4,3,2861,93.73,56.65,3.46,31.6,1945,3.54,0.55,58300,76600,98000,39700,279,377,453,174,434,27.1,21.8,13.5,100,11,5.79,73.46,54.68,80.93,88.87,186,176.28,175,165.86,95000,90036.3,510.8,176.3,99.07,84.95,5.91,9.14,0,15.05,13,6,77.7,18.4,5726.9,3.47,58,7236567,94.09,0,6.99,68584.6,6,5.69,42,39.81,324,307.07,347,328.87,1682,1594.12,1,448,424.59,42,39.81,681.43,6474.08
1324,13,79800,6,39103,2.64,5.73,87.64,5.58,4.42,10.33,22.36,10.39,16.38,39103,100,49777,78.55,0.72,55.76,31.68,3.47,16.47,59056,25537,26585,21118,12323,16195,15943,12753,1590,4.14,6.64,16.83,37.7,4.03,63.27,12.21,27.47,6.51,38.25,5.23,30.23,8.4,6.95,3.11,84.59,82.47,94.86,81.93,55.1,65.83,330,1.16,6245,12.47,19.66,27,34.88,1.99,3.14,4.31,5.57,80.97,3.45,4.72,3.39,2.59,2.81,2.09,74.83,1.86,37.99,3,435,97.15,68.89,1.38,44.6,1953,0.51,0.19,166400,202800,256900,90500,450,619,755,305,693,27.6,22.7,14.7,25,0,15.97,60.57,65.23,83.34,90.11,95,239.37,89,224.25,30411,76625.2,320.1,239.4,87.64,100,0,0,0,0,4,8,62.3,12.6,3115.4,7.75,30,6967389,93.68,10,4.21,175554,0,0,5,12.6,65,163.78,48,120.94,301,758.42,0,450,1133.84,1,2.52,297.32,3897.9
1716,17,36000,8,228537,2.77,29.69,48.25,11.36,24.24,13.95,30.31,14.41,10.02,228537,100,29054,76,0.39,30.64,23.5,12.15,12.14,32785,13060,16047,9935,15132,12720,8413,9117,42539,18.88,14.08,34.32,21.43,10.83,58.63,15.63,21.75,17.66,24.06,9.31,45.06,13.25,11.36,3.41,55.58,48.71,65.4,60.61,53.77,60.72,18010,11.07,56326,18.35,31.73,44.74,56.77,4.52,7.82,11.03,13.99,58.75,8.13,10.91,7.14,2.73,3.01,2.61,32.71,11.36,68.06,2,8342,90.8,29.62,9.39,39.85,1939,9.27,1.2,91800,127700,164400,72600,325,464,601,276,527,25.6,24.6,16,466,267,24.65,47.8,57.32,81.75,84.39,918,404.06,719,316.47,544460,239644.41,593.1,404.1,61.65,86.6,7.19,6.21,0,12.64,49,11,66.1,15.4,14826.6,37.29,277,55867940,78.32,0,5.34,245903,20,8.8,100,44.02,2500,1100.38,1964,864.46,4190,1844.23,0,3655,1608.75,59,25.97,2017.65,6265.54
1649,17,24925,8,64989,2.59,3.7,90.11,2.93,8.14,12.89,29.89,14.92,10.57,64972,100,42948,84.2,0.74,48.84,21.88,5.58,15.11,53270,20407,20915,15988,13493,23186,8226,10816,3663,5.96,5,13.9,36.38,6.42,68.32,18.29,27.63,7.24,38.21,7.99,36.48,11.03,9.62,3.03,76.83,75.16,82.84,75.26,66.86,74.38,1276,3,7604,20.67,31.69,41.23,46.7,2.42,3.71,4.82,5.46,83.72,3.32,3.6,2.35,2.44,2.76,2.08,60.65,2.61,48.76,3,1289,95.12,53.73,1.47,20.64,1962,2.03,0.49,157800,184700,232400,74600,415,626,757,342,695,25.7,21.4,13.6,92,0,11.7,62.45,55.47,78.51,87.73,108,160.28,100,148.41,61340,91034.6,568,160.3,78.1,73.72,3.65,0.73,0,3.65,6,6,94.8,26,2497.3,2.81,30,4780910,92.59,0,5.56,70953.4,0,0,29,43.04,36,53.43,594,881.55,457,678.23,0,234,347.28,4,5.94,978.02,3076.53
540,25,48000,3,191262,2.47,4.24,90.72,3.91,2.03,18.9,38,23.7,8.17,191262,100,29420,84.32,1.07,58.6,18.4,5.16,12.5,40799,15143,15901,7610,9527,7522,7571,9247,28640,16.05,3.84,9.38,41.98,3.52,68.16,9.57,37.44,7.88,35.31,7.72,47.42,10.81,9.32,2.92,73.9,72.82,82.43,73.97,71.37,78.05,2909,2.85,10906,35.2,47.14,57.09,66.02,2.01,2.69,3.26,3.76,91.47,1.04,2.98,1.9,2.3,2.6,2.04,52.94,2.98,54.57,2,2686,96.64,46.96,0.97,21.78,1962,1.74,0.43,61500,75200,97200,35700,338,430,530,192,472,28.3,20.7,13.2,209,5,5.7,63.1,38.27,68.18,82.66,301,153.45,232,118.27,109422,55783.2,363.5,153.4,96.98,91.03,5.98,2.99,0,8.97,21,9,169.5,59.8,3196.2,7.74,105,25907512,77.08,10,6.98,132076.09,2,1.02,99,50.47,316,161.1,214,109.1,1606,818.74,1,913,465.45,56,28.55,321.68,5118.88
