"","month","iso_code","date","location","total_cases","total_deaths","total_cases_per_million","total_deaths_per_million","total_tests","total_tests_per_thousand","total_vaccinations","total_boosters","total_vaccinations_per_hundred","total_boosters_per_hundred","population","population_density","continent","cs","L1vax","vax","lndeaths","deaths","lnvax","period"
"313","2021-09","PSE",2021-09-30,"Palestine",403716,4098,77299.418,784.643,0,0,2155304,0,41.27,0,5222756,778.202,"Asia",31366,26.66,41.27,6.66650249077655,784.643,3.7440776145787,2
"314","2021-02","PYF",2021-02-28,"French Polynesia",0,0,0,0,0,0,0,0,0,0,282534,77.324,"Oceania",NA,NA,0,0,0,0,1
"315","2021-11","PYF",2021-11-22,"French Polynesia",0,0,0,0,0,0,314576,0,111.34,0,282534,77.324,"Oceania",NA,NA,111.34,0,0,4.72152998710429,2
"316","2021-02","QAT",2021-02-28,"Qatar",163664,258,55848.033,88.039,1537958,524.806,0,0,0,0,2930524,227.322,"Asia",NA,0,0,4.48907447599677,88.039,0,1
"317","2021-11","QAT",2021-11-27,"Qatar",242979,611,82913.158,208.495,NA,NA,4957916,0,169.18,0,2930524,227.322,"Asia",NA,164.98,169.18,5.34469987272894,208.495,5.13685670042141,2
"318","2021-02","ROU",2021-02-28,"Romania",801994,20350,41928.25,1063.898,6323307,330.583,1532872,0,8.01,0,19127772,85.129,"Europe",NA,3.61,8.01,6.97063429890895,1063.898,2.19833507162025,1
"319","2021-10","ROU",2021-10-31,"Romania",1648031,47751,86159.068,2496.422,NA,NA,12681048,0,66.3,0,19127772,85.129,"Europe",NA,53.52,66.3,7.82301427880377,2496.422,4.20916023665068,2
"320","2021-02","RUS",2021-02-28,"Russia",4198400,84700,28773.503,580.487,111345909,763.103,0,0,0,0,145912022,8.823,"Europe",NA,0,0,6.3655886157329,580.487,0,1
"321","2021-11","RUS",2021-11-27,"Russia",9370694,266337,64221.535,1825.326,NA,NA,125089189,4172664,85.73,2.86,145912022,8.823,"Europe",NA,71.59,85.73,7.51006157753098,1825.326,4.46279984469636,2
"322","2021-02","RWA",2021-02-28,"Rwanda",18850,261,1419.8,19.659,1009041,76.002,0,0,0,0,13276517,494.869,"Africa",NA,0,0,3.02815105980949,19.659,0,1
"323","2021-09","RWA",2021-09-30,"Rwanda",97517,1273,7345.074,95.884,2806919,211.42,3779887,0,28.47,0,13276517,494.869,"Africa",NA,NA,28.47,4.57351438658408,95.884,3.3833727967496,2
"324","2021-02","SAU",2021-02-28,"Saudi Arabia",377383,6494,10678.431,183.754,13680202,387.095,0,0,0,0,35340680,15.322,"Asia",44245,0,0,5.2190252104735,183.754,0,1
"325","2021-11","SAU",2021-11-27,"Saudi Arabia",549671,8832,15553.492,249.91,NA,NA,47293262,0,133.82,0,35340680,15.322,"Asia",116143,129.37,133.82,5.52509430909467,249.91,4.90394055542529,2
"326","2021-02","SDN",2021-02-28,"Sudan",30347,1880,675.739,41.862,0,0,0,0,0,0,44909351,23.258,"Africa",10537,0,0,3.75798565251248,41.862,0,1
"327","2021-11","SDN",2021-11-27,"Sudan",42056,3114,936.464,69.34,0,0,0,0,0,0,44909351,23.258,"Africa",35056,0,0,4.25334062704584,69.34,0,2
"328","2021-02","SEN",2021-02-28,"Senegal",34520,872,2007.408,50.709,398857,23.194,27018,0,0.16,0,17196308,82.328,"Africa",NA,0,0.16,3.94563184760191,50.709,0.148420005118273,1
"329","2021-09","SEN",2021-09-30,"Senegal",73775,1858,4290.165,108.046,811146,47.17,1812874,0,10.54,0,17196308,82.328,"Africa",NA,NA,10.54,4.69176981155307,108.046,2.44581926107995,2
"330","2021-09","SGP",2021-09-30,"Singapore",96521,95,17698.584,17.42,NA,NA,9403389,236849,172.43,4.34,5453600,7915.731,"Asia",NA,163.02,172.43,2.91343703082716,17.42,5.15577405976249,1
"331","2021-02","SHN",2021-02-28,"Saint Helena",0,0,0,0,0,0,0,0,0,0,6095,NA,"Africa",NA,NA,0,0,0,0,1
"332","2021-05","SHN",2021-05-05,"Saint Helena",0,0,0,0,0,0,7892,0,129.48,0,6095,NA,"Africa",NA,0,129.48,0,0,4.87121995831276,2
"333","2021-02","SLB",2021-02-28,"Solomon Islands",18,0,25.568,0,0,0,0,0,0,0,703995,21.841,"Oceania",NA,0,0,0,0,0,1
"334","2021-08","SLB",2021-08-31,"Solomon Islands",20,0,28.409,0,0,0,71601,0,10.17,0,703995,21.841,"Oceania",NA,0,10.17,0,0,2.41323161308111,2
"335","2021-02","SLE",2021-02-28,"Sierra Leone",3887,79,477.44,9.704,0,0,0,0,0,0,8141343,104.7,"Africa",NA,0,0,2.37061750338587,9.704,0,1
"336","2021-05","SLE",2021-05-31,"Sierra Leone",4147,79,509.375,9.704,0,0,79762,0,0.98,0,8141343,104.7,"Africa",NA,NA,0.98,2.37061750338587,9.704,0.683096844706444,2
"337","2021-02","SLV",2021-02-28,"El Salvador",60181,1854,9232.339,284.421,764442,117.273,0,0,0,0,6518500,307.811,"North America",9132,0,0,5.65396528327482,284.421,0,1
"338","2021-09","SLV",2021-09-30,"El Salvador",104348,3234,16007.977,496.126,NA,NA,7584818,61132,116.36,0.94,6518500,307.811,"North America",26673,96.62,116.36,6.20884351509234,496.126,4.76524613383473,2
"339","2021-02","SMR",2021-02-28,"San Marino",3716,74,109261.982,2175.831,0,0,0,0,0,0,34010,556.667,"Europe",565,0,0,7.68562542845547,2175.831,0,1
"340","2021-10","SMR",2021-10-31,"San Marino",5547,92,163099.089,2705.087,0,0,47502,0,139.67,0,34010,556.667,"Europe",1282,NA,139.67,7.90325895898996,2705.087,4.9464167217696,2
"341","2021-02","SOM",2021-02-28,"Somalia",7257,239,443.595,14.609,0,0,0,0,0,0,16359500,23.5,"Africa",NA,0,0,2.74784767097628,14.609,0,1
"342","2021-10","SOM",2021-10-31,"Somalia",21998,1208,1344.662,73.841,0,0,668104,0,4.08,0,16359500,23.5,"Africa",NA,NA,4.08,4.31536586315521,73.841,1.62531126159039,2
"343","2021-02","SRB",2021-02-28,"Serbia",459259,4443,66834.877,646.579,2940507,427.925,1436682,0,20.91,0,6871547,80.291,"Europe",NA,0,20.91,6.47324079385336,646.579,3.08694315360738,1
"344","2021-09","SRB",2021-09-30,"Serbia",941989,8234,137085.434,1198.275,5650408,822.291,6497670,555495,94.56,8.08,6871547,80.291,"Europe",NA,NA,94.56,7.0894724865272,1198.275,4.55975432245761,2
"345","2021-02","SSD",2021-02-28,"South Sudan",7926,93,696.401,8.171,110226,9.685,0,0,0,0,11381377,NA,"Africa",NA,0,0,2.21604633157681,8.171,0,1
"346","2021-05","SSD",2021-05-31,"South Sudan",10688,115,939.078,10.104,NA,NA,9744,0,0.09,0,11381377,NA,"Africa",NA,0,0.09,2.40730540376445,10.104,0.0861776962410524,2
"347","2021-02","STP",2021-02-28,"Sao Tome and Principe",1786,29,7995.917,129.833,0,0,0,0,0,0,223364,212.841,"Africa",NA,0,0,4.87392170078041,129.833,0,1
"348","2021-05","STP",2021-05-31,"Sao Tome and Principe",2345,38,10498.558,170.126,0,0,18888,0,8.46,0,223364,212.841,"Africa",NA,0,8.46,5.14240012727306,170.126,2.24707238306379,2
"349","2021-02","SUR",2021-02-28,"Suriname",8929,172,15087.919,290.64,0,0,0,0,0,0,591798,3.612,"South America",NA,0,0,5.67552016493823,290.64,0,1
"350","2021-10","SUR",2021-10-31,"Suriname",49019,1092,82830.628,1845.224,0,0,451190,0,76.24,0,591798,3.612,"South America",NA,67.8,76.24,7.52089775114656,1845.224,4.34691745756031,2
"351","2021-02","SVK",2021-02-28,"Slovakia",588671,7189,107800.868,1316.492,16012892,2932.374,450092,0,8.24,0,5460726,113.128,"Europe",NA,2.73,8.24,7.18348520829082,1316.492,2.22354188565359,1
"352","2021-10","SVK",2021-10-31,"Slovakia",898926,13034,164616.573,2386.862,43116989,7895.835,4821981,0,88.3,0,5460726,113.128,"Europe",NA,86.48,88.3,7.77815368389792,2386.862,4.49200148788245,2
"353","2021-02","SVN",2021-02-28,"Slovenia",190081,3836,91441.236,1845.364,913648,439.524,178935,0,8.61,0,2078723,102.619,"Europe",NA,3.99,8.61,7.52097357872336,1845.364,2.2628042229822,1
"354","2021-11","SVN",2021-11-27,"Slovenia",415898,5165,200073.795,2484.699,NA,NA,2660204,284685,127.97,13.7,2078723,102.619,"Europe",NA,113.36,127.97,7.81830918670311,2484.699,4.8595798191763,2
"355","2021-02","SWE",2021-02-28,"Sweden",657309,12826,64694.755,1262.382,0,0,870808,0,8.57,0,10160159,24.718,"Europe",NA,3.35,8.57,7.14154753109383,1262.382,2.25863320546486,1
"356","2021-10","SWE",2021-10-31,"Sweden",1171512,15025,115304.495,1478.815,0,0,14628844,0,143.98,0,10160159,24.718,"Europe",NA,NA,143.98,7.29967235894501,1478.815,4.97659580187273,2
"357","2021-02","SWZ",2021-02-28,"Eswatini",17014,652,14512.496,556.139,0,0,0,0,0,0,1172369,79.492,"Africa",NA,0,0,6.32281475996154,556.139,0,1
"358","2021-11","SWZ",2021-11-27,"Eswatini",46528,1248,39687.163,1064.511,0,0,0,0,0,0,1172369,79.492,"Africa",NA,0,0,6.97120977527703,1064.511,0,2
"359","2021-11","SXM",2021-11-19,"Sint Maarten (Dutch part)",0,0,0,0,0,0,51432,0,118.45,0,43421,1209.088,"North America",NA,0,118.45,0,0,4.78289787377182,1
"360","2021-02","SYC",2021-02-28,"Seychelles",2592,11,26205.641,111.212,0,0,0,0,0,0,98910,208.354,"Africa",NA,0,0,4.72038993924131,111.212,0,1
"361","2021-06","SYC",2021-06-30,"Seychelles",15671,56,158436.963,566.171,0,0,138581,0,140.11,0,98910,208.354,"Africa",NA,0,140.11,6.34066084556103,566.171,4.94953972806967,2
"362","2021-02","SYR",2021-02-28,"Syria",15588,1027,852.936,56.195,0,0,0,0,0,0,18275704,NA,"Asia",3738,0,0,4.04646648197764,56.195,0,1
"363","2021-10","SYR",2021-10-31,"Syria",43146,2558,2360.839,139.967,0,0,1125146,0,6.16,0,18275704,NA,"Asia",18973,0,6.16,4.94852582043274,139.967,1.96850998097255,2
"364","2021-02","TCA",2021-02-28,"Turks and Caicos Islands",0,0,0,0,0,0,0,0,0,0,39226,37.312,"North America",NA,0,0,0,0,0,1
"365","2021-11","TCA",2021-11-05,"Turks and Caicos Islands",0,0,0,0,0,0,56343,0,143.64,0,39226,37.312,"North America",NA,0,143.64,0,0,4.97424789664387,2
"366","2021-02","TCD",2021-02-28,"Chad",3973,140,234.88,8.277,0,0,0,0,0,0,16914985,11.833,"Africa",NA,0,0,2.22753821867113,8.277,0,1
"367","2021-10","TCD",2021-10-31,"Chad",5069,174,299.675,10.287,0,0,226843,0,1.34,0,16914985,11.833,"Africa",NA,0,1.34,2.42365162097349,10.287,0.85015092936961,2
"368","2021-02","TGO",2021-02-28,"Togo",6901,84,813.966,9.908,237702,28.037,0,0,0,0,8478242,143.366,"Africa",482,0,0,2.38949646498334,9.908,0,1
"369","2021-05","TGO",2021-05-31,"Togo",13466,125,1588.301,14.744,334593,39.465,311938,0,3.68,0,8478242,143.366,"Africa",839,0,3.68,2.7564593403099,14.744,1.54329810992956,2
"370","2021-02","THA",2021-02-28,"Thailand",26031,83,372.133,1.187,2792752,39.924,0,0,0,0,69950844,135.132,"Asia",NA,0,0,0.782530741694631,1.187,0,1
"371","2021-10","THA",2021-10-31,"Thailand",1912024,19205,27333.823,274.55,15246989,217.967,75389558,2399024,107.78,3.43,69950844,135.132,"Asia",NA,NA,107.78,5.61876910032924,274.55,4.68932749399481,2
"372","2021-02","TJK",2021-02-28,"Tajikistan",13714,91,1406.618,9.334,0,0,0,0,0,0,9749625,64.281,"Asia",742,0,0,2.33543942986499,9.334,0,1
"373","2021-08","TJK",2021-08-31,"Tajikistan",17252,125,1769.504,12.821,0,0,2808056,0,28.8,0,9749625,64.281,"Asia",1353,0,28.8,2.62618917462189,12.821,3.39450839351136,2
"374","2021-10","TKL",2021-10-12,"Tokelau",0,0,0,0,0,0,1936,0,141.52,0,1368,NA,"Oceania",NA,0,141.52,0,0,4.95948234073763,1
"375","2021-02","TKM",2021-02-28,"Turkmenistan",0,0,0,0,0,0,51746,0,0.85,0,6117933,12.253,"Asia",NA,NA,0.85,0,0,0.615185639090233,1
"376","2021-08","TKM",2021-08-29,"Turkmenistan",0,0,0,0,0,0,7580976,0,123.91,0,6117933,12.253,"Asia",NA,NA,123.91,0,0,4.82759347797782,2
"377","2021-02","TLS",2021-02-28,"Timor",113,0,84.085,0,0,0,0,0,0,0,1343875,87.176,"Asia",NA,0,0,0,0,0,1
"378","2021-08","TLS",2021-08-31,"Timor",16682,67,12413.357,49.856,184871,137.566,588299,0,43.78,0,1343875,87.176,"Asia",NA,0,43.78,3.92899810963411,49.856,3.80176161117061,2
"379","2021-08","TON",2021-08-31,"Tonga",0,0,0,0,0,0,68404,0,64.07,0,106759,150.028,"Oceania",NA,0,64.07,0,0,4.17546361350689,1
"380","2021-02","TTO",2021-02-28,"Trinidad and Tobago",7713,139,5496.04,99.047,96180,68.535,0,0,0,0,1403374,266.886,"North America",761,0,0,4.60564007557269,99.047,0,1
"381","2021-11","TTO",2021-11-27,"Trinidad and Tobago",69680,2090,49651.768,1489.268,NA,NA,1283952,0,91.49,0,1403374,266.886,"North America",10043,87.29,91.49,7.30671124853741,1489.268,4.52710053056617,2
"382","2021-02","TUN",2021-02-28,"Tunisia",233277,8001,19544.371,670.338,0,0,0,0,0,0,11935764,74.228,"Africa",24549,0,0,6.50927273592685,670.338,0,1
"383","2021-06","TUN",2021-06-30,"Tunisia",420103,14959,35196.993,1253.292,1688000,141.424,1844651,0,15.45,0,11935764,74.228,"Africa",71696,8.03,15.45,7.13432654895081,1253.292,2.80032547721138,2
"384","2021-02","TUR",2021-02-28,"Turkey",2701588,28569,31767.416,335.937,33134726,389.624,8547875,0,10.05,0,85042736,104.914,"Asia",132756,2.34,10.05,5.81989596925605,335.937,2.40243042796376,1
"385","2021-11","TUR",2021-11-27,"Turkey",8726370,76233,102611.586,896.408,NA,NA,120058425,13540205,141.17,15.92,85042736,104.914,"Asia",620623,136.73,141.17,6.79951060814445,896.408,4.95702352464761,2
"386","2021-10","TUV",2021-10-22,"Tuvalu",0,0,0,0,0,0,12114,0,101.58,0,11925,373.067,"Oceania",NA,0,101.58,0,0,4.63064298196112,1
"387","2021-02","TWN",2021-02-28,"Taiwan",955,9,40.034,0.377,174801,7.328,0,0,0,0,23855008,NA,"Asia",NA,0,0,0.319907219746518,0.377,0,1
"388","2021-10","TWN",2021-10-31,"Taiwan",16412,847,687.99,35.506,3988610,167.202,24870150,0,104.26,0,23855008,NA,"Asia",NA,66.57,104.26,3.59747663064059,35.506,4.65643347992563,2
"389","2021-02","TZA",2021-02-28,"Tanzania",509,21,8.277,0.341,0,0,0,0,0,0,61498438,64.699,"Africa",227,0,0,0.293415604299541,0.341,0,1
"390","2021-11","TZA",2021-11-27,"Tanzania",26261,730,427.019,11.87,0,0,0,0,0,0,61498438,64.699,"Africa",1887,0,0,2.55489902160804,11.87,0,2
"391","2021-02","UGA",2021-02-28,"Uganda",40357,334,856.409,7.088,881407,18.704,0,0,0,0,47123533,213.759,"Africa",NA,0,0,2.09038148171817,7.088,0,1
"392","2021-05","UGA",2021-05-31,"Uganda",47147,362,1000.498,7.682,1119023,23.747,672395,0,1.43,0,47123533,213.759,"Africa",NA,0,1.43,2.1612519168774,7.682,0.887891257352457,2
"393","2021-02","UKR",2021-02-28,"Ukraine",1395528,27404,32105.591,630.458,NA,NA,3141,0,0.01,0,43466822,77.39,"Europe",101377,0,0.01,6.44803143126523,630.458,0.00995033085316809,1
"394","2021-11","UKR",2021-11-27,"Ukraine",3580671,89911,82377.106,2068.497,NA,NA,24194260,0,55.66,0,43466822,77.39,"Europe",623434,40.71,55.66,7.63506086156222,2068.497,4.03706849440237,2
"395","2021-02","URY",2021-02-28,"Uruguay",57994,608,16640.307,174.454,1017834,292.049,392,1,0.01,0,3485152,19.751,"South America",1554,0,0.01,5.16737690028744,174.454,0.00995033085316809,1
"396","2021-11","URY",2021-11-27,"Uruguay",399181,6125,114537.616,1757.456,NA,NA,6781682,1377658,194.59,39.53,3485152,19.751,"South America",45267,190.67,194.59,7.47219143027601,1757.456,5.27602063154943,2
"397","2021-02","USA",2021-02-28,"United States",28718658,514193,86264.216,1544.517,346306668,1040.225,87304677,0,25.96,0,332915074,35.608,"North America",NA,11.18,25.96,7.34311376118815,1544.517,3.29435428604411,1
"398","2021-10","USA",2021-10-31,"United States",46007124,746946,138194.776,2243.653,628147408,1886.81,425708427,20644564,126.58,6.14,332915074,35.608,"North America",NA,118.33,126.58,7.71630622252829,2243.653,4.84874361881381,2
"399","2021-02","UZB",2021-02-28,"Uzbekistan",79926,622,2355.214,18.329,0,0,0,0,0,0,33935765,76.134,"Asia",4016,0,0,2.96160655882462,18.329,0,1
"400","2021-09","UZB",2021-09-30,"Uzbekistan",173895,1239,5124.24,36.51,0,0,20781994,0,61.24,0,33935765,76.134,"Asia",9915,43.11,61.24,3.6246075640938,36.51,4.13099787987014,2
"401","2021-02","VAT",2021-02-28,"Vatican",27,0,33251.232,0,0,0,0,0,0,0,812,NA,"Europe",NA,0,0,0,0,0,1
"402","2021-11","VAT",2021-11-27,"Vatican",27,0,33251.232,0,0,0,0,0,0,0,812,NA,"Europe",NA,0,0,0,0,0,2
"403","2021-02","VCT",2021-02-28,"Saint Vincent and the Grenadines",1556,8,13984.129,71.898,0,0,0,0,0,0,111269,281.787,"North America",NA,0,0,4.28906120379602,71.898,0,1
"404","2021-09","VCT",2021-09-30,"Saint Vincent and the Grenadines",3508,21,31527.2,188.732,77176,693.598,34149,0,30.69,0,111269,281.787,"North America",NA,NA,30.69,5.24561255011601,188.732,3.45600117370283,2
"405","2021-02","VEN",2021-02-28,"Venezuela",139116,1344,4846.412,46.821,0,0,0,0,0,0,28704947,36.253,"South America",6518,0,0,3.86746487356394,46.821,0,1
"406","2021-11","VEN",2021-11-27,"Venezuela",430046,5131,14981.599,178.75,0,0,0,0,0,0,28704947,36.253,"South America",38113,0,0,5.19156699660116,178.75,0,2
"407","2021-11","VGB",2021-11-12,"British Virgin Islands",0,0,0,0,0,0,34608,0,113.76,0,30423,207.973,"North America",NA,0,113.76,0,0,4.74284299111316,1
"408","2021-02","VNM",2021-02-28,"Vietnam",2448,35,24.937,0.357,NA,NA,0,0,0,0,98168829,308.127,"Asia",NA,0,0,0.305276380852732,0.357,0,1
"409","2021-10","VNM",2021-10-31,"Vietnam",921122,22083,9383.039,224.949,NA,NA,81929875,0,83.46,0,98168829,308.127,"Asia",NA,43.69,83.46,5.42030931008958,224.949,4.4362780495058,2
"410","2021-02","VUT",2021-02-28,"Vanuatu",1,0,3.18,0,0,0,0,0,0,0,314464,22.662,"Oceania",NA,0,0,0,0,0,1
"411","2021-08","VUT",2021-08-31,"Vanuatu",4,1,12.72,3.18,0,0,38250,0,12.16,0,314464,22.662,"Oceania",NA,0,12.16,1.43031124653666,3.18,2.57718192589717,2
"412","2021-11","WLF",2021-11-22,"Wallis and Futuna",0,0,0,0,0,0,11903,0,107.29,0,11094,NA,"Oceania",NA,NA,107.29,0,0,4.68481281364029,1
"413","2021-02","WSM",2021-02-28,"Samoa",3,0,14.989,0,0,0,0,0,0,0,200144,69.413,"Oceania",NA,0,0,0,0,0,1
"414","2021-08","WSM",2021-08-31,"Samoa",3,0,14.989,0,0,0,134265,0,67.08,0,200144,69.413,"Oceania",NA,0,67.08,0,0,4.22068348426512,2
"415","2021-02","YEM",2021-02-28,"Yemen",2285,634,74.941,20.793,0,0,0,0,0,0,30490639,53.508,"Asia",5103,0,0,3.08158881731367,20.793,0,1
"416","2021-11","YEM",2021-11-27,"Yemen",9981,1945,327.346,63.79,0,0,0,0,0,0,30490639,53.508,"Asia",18301,0,0,4.17115127046187,63.79,0,2
"417","2021-02","ZAF",2021-02-28,"South Africa",1513393,49993,25205.574,832.634,9077479,151.185,70527,0,0.12,0,60041996,46.754,"Africa",NA,0,0.12,6.72579445711551,832.634,0.113328685307003,1
"418","2021-10","ZAF",2021-10-31,"South Africa",2922116,89177,48667.869,1485.244,18544880,308.865,22381951,0,37.28,0,60041996,46.754,"Africa",NA,29.16,37.28,7.30400741099096,1485.244,3.64492756658475,2
"419","2021-02","ZMB",2021-02-28,"Zambia",78534,1091,4150.702,57.662,1087439,57.474,0,0,0,0,18920657,22.995,"Africa",NA,0,0,4.07179215775159,57.662,0,1
"420","2021-11","ZMB",2021-11-27,"Zambia",210138,3667,11106.274,193.809,NA,NA,1062540,0,5.62,0,18920657,22.995,"Africa",NA,NA,5.62,5.27201959137322,193.809,1.89009536994892,2
"421","2021-02","ZWE",2021-02-28,"Zimbabwe",36089,1463,2391.24,96.938,381160,25.255,19100,0,0.13,0,15092171,42.729,"Africa",4075,0,0.13,4.58433462539995,96.938,0.122217632724249,1
"422","2021-10","ZWE",2021-10-31,"Zimbabwe",132977,4678,8810.992,309.962,1372915,90.969,5911588,0,39.17,0,15092171,42.729,"Africa",27800,35.42,39.17,5.73967071821868,309.962,3.69312044837119,2
