"","crimes11","b_migr11","pop11","area"
"1",156159.055226852,2.8846571680333,92027.9594830527,"Hartlepool"
"2",350654.969578473,8.46441146277357,138411.970036513,"Middlesbrough"
"3",223484.075128689,2.27964962577971,134888.062427102,"Redcar and Cleveland"
"4",255978.065881567,4.91220417243312,191610.040110093,"Stockton-on-Tees"
"5",160860.034261453,5.49873545533046,105564.019561696,"Darlington"
"6",196798.96844579,2.74643648517667,125746.047155938,"Halton"
"7",271288.108788127,6.1017500134767,202227.926274603,"Warrington"
"8",230853.977703292,13.5855694839847,147489.060361842,"Blackburn with Darwen"
"9",316254.945555434,5.55508320103399,142065.056318491,"Blackpool"
"10",620516.901000113,8.77343973807001,256405.989695315,"Kingston upon Hull, City of"
"11",318427.947136517,3.88717549940338,334178.940045579,"East Riding of Yorkshire"
"12",373527.930789517,4.50518153083976,159615.961829328,"North East Lincolnshire"
"13",267563.117296649,6.63662816950819,167446.074245004,"North Lincolnshire"
"14",302963.03747857,9.16356002126122,198050.935334285,"York"
"15",414942.122008394,13.6612832226092,248751.95196243,"Derby"
"16",704911.905520744,32.7036928007146,329838.9761454,"Leicester"
"17",27162.9909616887,6.42397188348696,37369.004310999,"Rutland"
"18",833141.119387919,19.7890567880449,305314.87259042,"Nottingham"
"19",181993.046005623,7.01522361050593,183476.970391216,"Herefordshire, County of"
"20",223659.014487324,7.27458030160051,166640.947797022,"Telford and Wrekin"
"21",501110.039019772,8.63442300978932,249008.053092945,"Stoke-on-Trent"
"22",218757.087790766,9.3973156879656,176015.975533568,"Bath and North East Somerset"
"23",1029600.08835445,15.2627303839836,428234.125147314,"Bristol, City of"
"24",243461.007971995,5.94045750185614,202565.905512519,"North Somerset"
"25",312070.040006578,6.64755751204211,262762.738043502,"South Gloucestershire"
"26",415557.830962414,7.14388777996646,256383.983137123,"Plymouth"
"27",195140.921744529,5.69793114700587,130958.990490086,"Torbay"
"28",318704.912624228,15.8381300105248,183490.969107163,"Bournemouth"
"29",173969.071173692,8.50785043730866,147644.990164525,"Poole"
"30",299061.042000812,13.0231086586718,209155.948693513,"Swindon"
"31",380661.91689807,20.3385200948105,183631.015023271,"Peterborough"
"32",342499.082663462,30.4969647375401,203200.921782192,"Luton"
"33",239248.09395109,10.0430260441499,173658.008857248,"Southend-on-Sea"
"34",232468.950981549,12.3691843371489,157704.934650817,"Thurrock"
"35",373675.888125519,10.6257527892012,263925.03197488,"Medway"
"36",140828.005844259,13.1423858518247,113204.960134118,"Bracknell Forest"
"37",207718.92067213,9.39631926303264,153821.953053641,"West Berkshire"
"38",381342.967175382,25.6479486008175,155677.316041342,"Reading"
"39",302424.930265461,38.626106781885,140204.955052854,"Slough"
"40",232579.922099916,17.6889767462853,144559.967349067,"Windsor and Maidenhead"
"41",144704.045714813,12.2832205879604,154400.580969458,"Wokingham"
"42",450272.04672588,18.6113581730751,248820.994991564,"Milton Keynes"
"43",456797.180222433,16.0917095752666,273368.935982232,"Brighton and Hove"
"44",425517.036747416,12.3442023497773,205055.938897212,"Portsmouth"
"45",560236.817942885,17.5866888603196,236882.039728427,"Southampton"
"46",178051.994616659,5.3675559698604,138265.000186051,"Isle of Wight"
"47",170044.974782895,3.05242804970476,513241.795750124,"County Durham"
"48",112606.032816609,5.62788933857519,370127.147572113,"Cheshire East"
"49",122189.032685771,5.07855129690142,329607.856320982,"Cheshire West and Chester"
"50",77889.9845144977,4.80242722551338,306128.905154038,"Shropshire"
"51",142946.049769733,4.59296382723551,532272.964501247,"Cornwall"
"52",1134.00012706802,6.03722333908081,2203.00048983818,"Isles of Scilly"
"53",125728.970882123,7.92896343560017,470985.231081097,"Wiltshire"
"54",217255.02336018,17.6343235070817,157479.046664248,"Bedford"
"55",79224.0097579546,7.91096727771219,254381.023940037,"Central Bedfordshire"
"56",185336.016713313,10.9124548704131,174136.958991624,"Aylesbury Vale"
"57",94822.0191981018,11.2222974188626,92635.0026899674,"Chiltern"
"58",108167.02043486,15.363247692585,66867.0256884397,"South Bucks"
"59",229815.968579199,14.8345920490101,171643.998306253,"Wycombe"
"60",255261.957428486,29.1400259360671,123867.038221826,"Cambridge"
"61",65787.9964882112,10.0271781673655,83817.9859626483,"East Cambridgeshire"
"62",120598.952356839,8.88973244000226,95261.9730430068,"Fenland"
"63",157461.932871628,9.7558880050201,169507.954873487,"Huntingdonshire"
"64",109619.030373049,11.0985502076801,148755.026464773,"South Cambridgeshire"
"65",108076.032751796,2.86230788478861,96422.0337884865,"Allerdale"
"66",95113.9841352526,2.99618045683019,69086.9903585109,"Barrow-in-Furness"
"67",157027.946252827,5.16932163445745,107523.98800728,"Carlisle"
"68",72166.0088177534,2.91521333710989,70603.0271807264,"Copeland"
"69",40379.0024709135,3.55430890922435,52564.0243068079,"Eden"
"70",83879.0192627046,5.12380320724333,103657.965704301,"South Lakeland"
"71",132844.000210165,3.01533254096285,122308.996230917,"Amber Valley"
"72",94199.0008419817,3.02680186578073,75865.9995948707,"Bolsover"
"73",154700.981659189,3.96334995020879,103788.042811466,"Chesterfield"
"74",55076.0005218224,3.26945314009208,71116.0011787798,"Derbyshire Dales"
"75",155340.067496439,3.72209481574828,112080.98472206,"Erewash"
"76",98575.9886612267,3.69048802240286,90891.9814122782,"High Peak"
"77",81623.029093835,2.44679619354429,99022.9649019638,"North East Derbyshire"
"78",79216.9678212147,3.80513354903087,94611.0038453047,"South Derbyshire"
"79",46256.0090924986,5.10565030999715,132456.957605904,"East Devon"
"80",177738.98680934,11.1285224033054,117773.035762701,"Exeter"
"81",46256.0090924986,4.99864051816985,77749.9632158705,"Mid Devon"
"82",41308.9900143196,4.54300655983388,93666.9966463328,"North Devon"
"83",54125.0048544206,5.54775054333732,83140.0157784156,"South Hams"
"84",54125.0048544206,4.79230507626198,124220.036636715,"Teignbridge"
"85",41308.9900143196,3.46120147733018,63838.9853903605,"Torridge"
"86",54125.0048544206,4.79506981791928,53552.9830764525,"West Devon"
"87",112348.966866174,5.74622051790357,47751.9916211406,"Christchurch"
"88",112348.966866174,4.91820860479493,87165.9754157653,"East Dorset"
"89",112348.966866174,6.75758079160005,68583.0268873683,"North Dorset"
"90",112348.966866174,5.51603400381282,44973.0003487711,"Purbeck"
"91",112348.966866174,5.70379346027039,99263.9742131181,"West Dorset"
"92",112348.966866174,5.53209336940199,65166.9823391115,"Weymouth and Portland"
"93",147763.00798303,12.3948207590729,99412.0467244234,"Eastbourne"
"94",161585.950862705,8.69016777141951,90254.0025221209,"Hastings"
"95",92677.0096456183,7.62700958875939,97501.9818156052,"Lewes"
"96",84341.9775212989,6.45166749600321,90587.9793628893,"Rother"
"97",99116.9985924402,6.70037393429084,148914.992971545,"Wealden"
"98",239356.067267236,7.27139047457968,174542.142109921,"Basildon"
"99",122665.009354219,6.11589592590462,147083.964275575,"Braintree"
"100",75870.9892291044,8.69765289244242,73601.024371952,"Brentwood"
"101",80058.9830977168,3.56667764717713,87567.9920102834,"Castle Point"
"102",165282.057138064,7.9902766039595,168309.97712618,"Chelmsford"
"103",199841.975068958,11.1229762958828,173074.047149224,"Colchester"
"104",144398.959530898,9.01101940253284,124659.014190238,"Epping Forest"
"105",142071.026894326,11.9864528882317,81943.9925355611,"Harlow"
"106",43049.983411619,4.01913338282611,61628.9957326628,"Maldon"
"107",49535.9834753468,3.62849492521491,83241.8051812148,"Rochford"
"108",152180.060965457,4.39783905894728,138047.997596927,"Tendring"
"109",69045.984924598,7.45212588226423,79442.9912641404,"Uttlesford"
"110",201820.968337572,11.6229187056888,115732.042746634,"Cheltenham"
"111",71984.0071916723,7.18979871599004,82880.9881618609,"Cotswold"
"112",64908.9882546557,3.82996810949408,81949.7756828213,"Forest of Dean"
"113",221934.96852799,10.8980453311233,121688.054378401,"Gloucester"
"114",113956.992460143,5.52291644271463,112778.995055341,"Stroud"
"115",74120.9734758734,6.37635931880141,81954.152389884,"Tewkesbury"
"116",112926.94984764,8.42547453357838,115608.052572226,"East Hampshire"
"117",154710.053676159,7.48250996111892,125198.962934831,"Eastleigh"
"118",108741.014760802,5.65592106140684,111581.008717114,"Fareham"
"119",124396.038395176,6.15571331582032,82621.9796127471,"Gosport"
"120",181035.964175063,5.27399238781072,120683.970693761,"Havant"
"121",184927.039264588,6.26296162517974,176462.045331069,"New Forest"
"122",129027.005837351,8.3491261349991,116398.052148156,"Test Valley"
"123",118514.008830111,9.05910653818864,116595.031975909,"Winchester"
"124",132340.9731746,12.2347246680874,93609.0408355734,"Broxbourne"
"125",165908.940672767,10.7621647941414,144847.00725356,"Dacorum"
"126",114463.949610065,17.1862100949511,100030.96751323,"Hertsmere"
"127",128699.949537648,10.3411534102634,127114.05612264,"North Hertfordshire"
"128",76144.9659682382,13.9129004208371,87316.9833021774,"Three Rivers"
"129",159749.04648064,25.0893639749847,90301.0105763412,"Watford"
"130",124148.967524772,9.47478859743569,117956.030053081,"Ashford"
"131",166064.072931416,10.599144914886,151144.992912592,"Canterbury"
"132",290814.1007414,11.7404515098315,97365.0180140066,"Dartford"
"133",117091.977531009,7.40112452185713,111674.051525339,"Dover"
"134",290814.1007414,14.5234922674717,101719.952456101,"Gravesham"
"135",183803.996083218,9.68932139512617,155143.017050561,"Maidstone"
"136",101544.034621781,8.22248271142598,114892.970952921,"Sevenoaks"
"137",119732.001022835,9.36754262947943,107969.019597314,"Shepway"
"138",182823.048385915,5.82322846748866,135834.939487853,"Swale"
"139",206412.032315127,8.9043942920398,134185.981782248,"Thanet"
"140",112895.026543248,6.93939910270274,120804.994291932,"Tonbridge and Malling"
"141",109797.026405446,10.4539016290801,115048.9955845,"Tunbridge Wells"
"142",185137.04150551,7.80529883195413,87058.9723446952,"Burnley"
"143",106200.980059699,3.727548920142,107154.955705478,"Chorley"
"144",64859.9694493253,5.09179609362036,75756.9720175738,"Fylde"
"145",109173.993309355,7.03853829181753,80733.9863015043,"Hyndburn"
"146",187626.925499319,6.68515974102775,138375.014987311,"Lancaster"
"147",117920.999676054,10.7712253317004,89452.0303254363,"Pendle"
"148",274132.075235283,13.5700770828407,140202.01346669,"Preston"
"149",33126.9853407347,3.54134945082478,57131.9782310886,"Ribble Valley"
"150",75931.0312176414,4.62588941445574,67981.9799084508,"Rossendale"
"151",109619.983389815,3.78151575278025,108919.967098177,"South Ribble"
"152",112832.026519713,3.8925111410208,110685.018908444,"West Lancashire"
"153",104695.984388275,3.36134473036509,107748.997072647,"Wyre"
"154",98949.0144689102,6.44236898806412,93915.0304836895,"Blaby"
"155",221068.951879269,10.1214986178093,166100.0651552,"Charnwood"
"156",65619.9797124522,5.43256595556159,85382.0203753098,"Harborough"
"157",117154.983400581,4.20582280348754,105077.981908655,"Hinckley and Bosworth"
"158",51898.0051327656,5.23721575154923,50376.0180166734,"Melton"
"159",116614.950795658,4.00250042293919,93468.0073019651,"North West Leicestershire"
"160",58306.0022558625,13.8190549565479,56170.0037942664,"Oadby and Wigston"
"161",98081.0321960269,15.8223386300961,64636.9753996729,"Boston"
"162",166144.01327058,3.70503072554129,136401.049830897,"East Lindsey"
"163",201846.974385179,10.1177069329424,93541.0398727324,"Lincoln"
"164",68770.9842001051,5.2237193507608,107765.953386139,"North Kesteven"
"165",86062.9876080878,9.78027628734708,88270.0317048725,"South Holland"
"166",143408.945156052,7.1832439978607,133787.947602488,"South Kesteven"
"167",88714.9584593404,4.14948273682967,89249.9933164224,"West Lindsey"
"168",104935.024163463,8.68020021007396,130490.983329228,"Breckland"
"169",70280.0279499022,4.1778144062846,124646.056496814,"Broadland"
"170",141064.004567759,6.82019187079277,97277.0317113585,"Great Yarmouth"
"171",138575.95391799,7.85020721232286,147450.947367815,"King's Lynn and West Norfolk"
"172",70901.018397848,4.22265156521462,101499.015173709,"North Norfolk"
"173",280826.95946472,12.8821784775937,132512.044925965,"Norwich"
"174",79306.9997973446,5.02579501335276,124011.94884515,"South Norfolk"
"175",112319.948794477,12.9077789722942,61254.9808779298,"Corby"
"176",61957.0020903873,6.04412039974704,77843.0006081917,"Daventry"
"177",88069.9828729778,6.07513363356702,86764.9769831978,"East Northamptonshire"
"178",123445.027439499,8.8048190518748,93474.9603275295,"Kettering"
"179",423037.093534545,16.8957402638625,212068.911973182,"Northampton"
"180",61957.0020903873,5.81169017823413,85189.0134351917,"South Northamptonshire"
"181",131573.990727122,12.7629727852764,75355.9798133437,"Wellingborough"
"182",NA,4.24419154878706,55409.0240981526,"Craven"
"183",NA,4.47604539076565,89140.006896245,"Hambleton"
"184",NA,9.08174637588672,157868.954954875,"Harrogate"
"185",NA,7.12671768269502,51965.0137306842,"Richmondshire"
"186",NA,4.09029447473586,51751.0194000278,"Ryedale"
"187",NA,4.93593088322086,108793.003038208,"Scarborough"
"188",NA,4.47270560543984,83449.0208525739,"Selby"
"189",199570.046870158,3.04102156515,119497.020236418,"Ashfield"
"190",191879.973890716,4.87095822900301,112863.026356161,"Bassetlaw"
"191",105050.985657534,7.87674341918319,109487.033025404,"Broxtowe"
"192",105050.985657534,5.57549531949917,113542.948719644,"Gedling"
"193",203597.958097003,5.904205844854,104367.897709448,"Mansfield"
"194",145665.957701828,5.27460681387311,114915.106321013,"Newark and Sherwood"
"195",105050.985657534,6.4523724882747,111129.0373508,"Rushcliffe"
"196",170635.019138322,11.6075219149934,141868.06410051,"Cherwell"
"197",340963.872519739,28.2584069413133,151905.959672374,"Oxford"
"198",132832.056822253,9.46907511097379,134257.02377854,"South Oxfordshire"
"199",98189.0370707418,10.2977368573193,120699.96970941,"Vale of White Horse"
"200",88740.0053879377,8.22411139961332,104778.980129928,"West Oxfordshire"
"201",NA,6.44437073933659,109279.027409668,"Mendip"
"202",NA,5.18180340877734,114588.003502161,"Sedgemoor"
"203",NA,6.14754922789871,161243.076421289,"South Somerset"
"204",NA,7.37672288669273,110186.961626203,"Taunton Deane"
"205",NA,4.88319130963646,34675.0071786426,"West Somerset"
"206",128835.963361573,2.5715428244439,97462.0064043047,"Cannock Chase"
"207",139823.020062059,9.04043075861409,113583.020496863,"East Staffordshire"
"208",95938.0119284661,3.87652176868869,100654.029560057,"Lichfield"
"209",158933.994494167,4.63478866513469,123871.054666584,"Newcastle-under-Lyme"
"210",102686.027121855,2.72798704536399,108131.005555373,"South Staffordshire"
"211",141618.006490604,6.21740967326332,130868.974146461,"Stafford"
"212",88925.0047200696,2.37336225109175,97106.0204357405,"Staffordshire Moorlands"
"213",118864.973821666,3.78093464532867,76813.0091948788,"Tamworth"
"214",256148.076164784,5.0691877520876,87740.0271262741,"Babergh"
"215",256148.076164784,21.9044121913612,59187.9878421639,"Forest Heath"
"216",242418.916722634,12.5586634414503,133383.970443716,"Ipswich"
"217",256148.076164784,4.5895029703388,96731.03761927,"Mid Suffolk"
"218",256148.076164784,8.73994886351284,111007.967170371,"St Edmundsbury"
"219",98737.0012841462,6.16067039372865,124298.011371128,"Suffolk Coastal"
"220",145488.987779719,4.04996232246049,115254.023939077,"Waveney"
"221",129210.019922619,18.2511511957273,130874.964989794,"Elmbridge"
"222",75526.019013537,16.5932183153927,75102.0064411391,"Epsom and Ewell"
"223",160252.068529886,15.2624989510514,137182.995202788,"Guildford"
"224",66519.03096945,10.2071594854351,85375.0179714356,"Mole Valley"
"225",142704.99116833,12.4834550952073,137835.016129446,"Reigate and Banstead"
"226",87310.9889908944,16.4780062506907,80510.0142329677,"Runnymede"
"227",134854.045125057,14.6007040399127,95597.9783552514,"Spelthorne"
"228",74587.9726116634,13.6267424793914,86143.9706879199,"Surrey Heath"
"229",80915.011494948,8.8001821161015,83039.1427645174,"Tandridge"
"230",88885.9657106972,10.6276078324299,121571.942985965,"Waverley"
"231",107181.999820741,20.4268649686128,99198.0142822747,"Woking"
"232",68064.0280974114,2.98170511669014,62013.987412151,"North Warwickshire"
"233",184933.026038543,6.87989178695716,125251.98733185,"Nuneaton and Bedworth"
"234",124545.006641828,12.0248650840949,100074.95518264,"Rugby"
"235",109368.961163839,6.40164234209806,120485.023614335,"Stratford-on-Avon"
"236",109368.961163839,11.4211795880692,137647.958779297,"Warwick"
"237",61834.98786099,6.21750400168821,61182.0027574026,"Adur"
"238",168371.005338819,8.82083408359904,149517.933812428,"Arun"
"239",112757.954400905,8.23860867240001,113794.009291653,"Chichester"
"240",195501.966806949,20.6502955872566,106597.020153576,"Crawley"
"241",99000.9958361025,8.17874356289394,131301.016586765,"Horsham"
"242",105761.018899187,9.99058571178466,139860.007508523,"Mid Sussex"
"243",137141.044004006,9.79419524664991,104639.97678386,"Worthing"
"244",NA,4.05114306922769,93636.987310781,"Bromsgrove"
"245",309376.987809754,5.10370445263106,74630.9936849543,"Malvern Hills"
"246",NA,8.12044484773651,84214.0377295303,"Redditch"
"247",309376.987809754,8.5889562353259,98768.0340366368,"Worcester"
"248",309376.987809754,5.76860133151058,116944.034284188,"Wychavon"
"249",NA,4.07437324465718,97975.0251973305,"Wyre Forest"
"250",439293.794231529,10.9357905304933,276786.059209305,"Bolton"
"251",274801.06952995,8.81237597859581,185059.955416215,"Bury"
"252",1326627.43557653,24.6539550599664,502891.620220156,"Manchester"
"253",373822.909458911,10.587467730511,224894.604274877,"Oldham"
"254",407048.047812532,10.6963259577299,211701.549709335,"Rochdale"
"255",457508.010812538,12.4007065664046,233906.025473177,"Salford"
"256",411690.886194059,6.85193505632924,283247.185131744,"Stockport"
"257",366384.984590452,7.19489533557862,219364.403876417,"Tameside"
"258",319037.864717148,11.1784114065813,226258.934098503,"Trafford"
"259",422957.087034974,3.66750718822004,317848.950535279,"Wigan"
"260",230666.010783213,2.34222709732421,145893.008666707,"Knowsley"
"261",962604.223955624,10.0616720725156,466414.823401186,"Liverpool"
"262",248203.944186585,2.7518782455445,175308.018652138,"St. Helens"
"263",336796.911314645,4.48781508057436,273790.037747503,"Sefton"
"264",336925.998025071,4.13583822519286,319782.985027649,"Wirral"
"265",323716.862896419,3.50610968390583,231235.841612198,"Barnsley"
"266",583513.944068472,6.48939646152371,302412.100263084,"Doncaster"
"267",394204.870329209,5.31347222749901,257206.84371263,"Rotherham"
"268",973888.722170326,11.7178640038219,552756.281345012,"Sheffield"
"269",497978.012690793,13.737228996979,280176.951168118,"Newcastle upon Tyne"
"270",199038.96323456,4.03042362013366,200801.001908629,"North Tyneside"
"271",192928.989760679,3.49608428223291,148127.047702696,"South Tyneside"
"272",397208.903854704,4.19736236299286,275505.900970682,"Sunderland"
"273",1714295.30203785,21.2919609657547,1072372.03283016,"Birmingham"
"274",530203.237067409,20.8541716536274,316771.959620478,"Coventry"
"275",360375.014930254,5.50283989341551,312925.038855284,"Dudley"
"276",419109.815843832,15.6622693277313,308063.00911718,"Sandwell"
"277",282568.997605095,7.47781179088634,206674.067311277,"Solihull"
"278",375888.963687979,9.58974445602507,269323.052783031,"Walsall"
"279",385908.029412767,16.6013135676621,249469.890082567,"Wolverhampton"
"280",851161.811769296,15.4571471517556,522451.991265668,"Bradford"
"281",315727.011336093,7.25195074119256,203826.070990655,"Calderdale"
"282",643511.961715467,10.3951767894614,422457.878144067,"Kirklees"
"283",1414877.94283803,11.6448280656186,751150.811515065,"Leeds"
"284",513235.969143315,5.62656399742991,325826.842343536,"Wakefield"
"285",123080.9889567,42.4990423023701,7374.1011353185,"City of London"
"286",341949.988203396,31.0559155535884,185662.047220138,"Barking and Dagenham"
"287",463906.952506774,38.9106023765635,356385.969864945,"Barnet"
"288",277100.085781578,14.0384956845082,231575.035046943,"Bexley"
"289",492136.212084087,55.1614335970953,310900.214908342,"Brent"
"290",435665.897413892,14.902021211492,309428.338245232,"Bromley"
"291",613527.074169663,42.9219502024353,220338.093461095,"Camden"
"292",548160.177031397,29.831354090129,363336.734734665,"Croydon"
"293",585050.799855983,47.886591038332,338456.882529149,"Ealing"
"294",427061.074588739,34.7263190662488,312466.094162226,"Enfield"
"295",482830.017357765,30.7975529751275,254372.290610587,"Greenwich"
"296",518429.955914129,39.9517935002223,245732.012599089,"Hackney"
"297",401356.898652016,42.812031727226,182519.725851275,"Hammersmith and Fulham"
"298",480490.185721645,44.7766226410749,254992.859512919,"Haringey"
"299",257217.111094929,44.4222789723426,239055.929892859,"Harrow"
"300",305951.047962539,10.6401067634579,236917.058105746,"Havering"
"301",438442.040311006,29.5677560847253,273936.035208598,"Hillingdon"
"302",405840.816468364,42.471399193164,253949.083845062,"Hounslow"
"303",518186.12993409,35.8637902187183,205779.010105706,"Islington"
"304",384753.130349118,51.521315635182,158373.065376296,"Kensington and Chelsea"
"305",202818.007850722,28.5417982260697,160059.999971451,"Kingston upon Thames"
"306",620271.73278769,39.0562314656563,302840.970422478,"Lambeth"
"307",526138.207662867,34.0749718601728,275890.299008485,"Lewisham"
"308",259231.087711225,37.8299354109913,199692.994364184,"Merton"
"309",592615.81702721,53.0431162100285,307983.989264706,"Newham"
"310",405038.114055437,35.8127645216882,278969.955150067,"Redbridge"
"311",208580.964467629,24.471596890362,186989.951252625,"Richmond upon Thames"
"312",662050.19713993,39.7314833456676,288287.202724874,"Southwark"
"313",234564.975900337,20.3575942257885,190145.936285481,"Sutton"
"314",500954.030665938,43.7491154647432,253722.016155144,"Tower Hamlets"
"315",461613.789488545,37.9573625919875,258248.985502062,"Waltham Forest"
"316",456192.193340628,36.1492332769558,306994.875494139,"Wandsworth"
"317",1098750.54755114,53.8208118384318,218422.928092394,"Westminster"
"318",66108.0260294681,3.47390567767434,69751.0025288577,"Isle of Anglesey"
"319",128167.058958095,4.39404690550873,121873.993577383,"Gwynedd"
"320",136043.013091165,4.38261959352531,115227.977074564,"Conwy"
"321",123513.005185045,4.2718278040411,93734.016468379,"Denbighshire"
"322",149273.038045571,4.33127605356276,152506.029449393,"Flintshire"
"323",188351.065823389,6.59207190619782,134843.946369615,"Wrexham"
"324",58324.0021513724,5.53991367632989,75922.0202944003,"Ceredigion"
"325",107763.020704271,4.68751569424057,122439.005523667,"Pembrokeshire"
"326",157435.934675324,4.24732198516722,183776.951426526,"Carmarthenshire"
"327",357464.158114314,7.60293339371856,239023.102810892,"Swansea"
"328",162639.988000308,2.63593173149275,139811.998627326,"Neath Port Talbot"
"329",161928.042304003,3.67126222190564,139177.965481506,"Bridgend"
"330",145358.972746118,4.88679303671233,126335.997916989,"Vale of Glamorgan"
"331",716076.030093212,13.3942854379711,346089.834996447,"Cardiff"
"332",298439.027602863,3.05442440730985,234410.037078007,"Rhondda Cynon Taf"
"333",224987.084626824,2.36151929784683,178806.068826801,"Caerphilly"
"334",105507.982477093,2.24052295379806,69814.0251768364,"Blaenau Gwent"
"335",127020.942212117,2.73187949715066,91074.9763427998,"Torfaen"
"336",91059.0247575096,4.51630316965748,91319.1073772977,"Monmouthshire"
"337",302261.878854992,8.79729655159736,145739.902070132,"Newport"
"338",102076.958550433,4.32109317380309,132976.013557601,"Powys"
"339",105574.965205164,4.6367153787287,58801.9756450011,"Merthyr Tydfil"
"340",NA,NA,NA,""
"341",NA,NA,NA,""
"342",NA,NA,NA,""
"343",NA,NA,NA,""
"344",NA,NA,NA,""
"345",NA,NA,NA,""
"346",NA,NA,NA,""
"347",NA,NA,NA,""
"348",NA,NA,NA,""
