"","year","id","go","m","l","k","sic3dig","countyear","va"
"1",86,72,9824.87890625,5117.6240234375,23,1575.75183105469,381,8,4707.2548828125
"2",79,72,11606.232421875,5185.27685546875,15,2402.04345703125,381,8,6420.95556640625
"3",85,72,7129.53955078125,4211.142578125,19,1727.42651367188,381,8,2918.39697265625
"4",80,72,9808.0341796875,6124,15,2602.931640625,381,8,3684.0341796875
"5",82,72,11243.5986328125,3619.53125,16,2335.77172851562,381,8,7624.0673828125
"6",83,72,5957.45751953125,2257.693359375,13,2102.91479492188,381,8,3699.76416015625
"7",84,72,8891.763671875,5365.43115234375,22,1901.78271484375,381,8,3526.33251953125
"8",81,72,13603.2509765625,9666.689453125,22,2606.3525390625,381,8,3936.5615234375
"9",84,117,21776.02734375,9613.095703125,28,8737.6572265625,381,8,12162.931640625
"10",86,117,33181.6015625,13625.9462890625,30,9166.2333984375,381,8,19555.65625
"11",80,117,23005,8838,36,6600.224609375,381,8,14167
"12",85,117,38881.171875,6980.18701171875,30,9157.634765625,381,8,31900.984375
"13",81,117,35479.6328125,9983.759765625,34,7043.45751953125,381,8,25495.873046875
"14",79,117,20853.689453125,7219.44873046875,32,6479.32421875,381,8,13634.240234375
"15",83,117,18511.291015625,8192.353515625,26,7390.09033203125,381,8,10318.9375
"16",82,117,20632.8203125,9027.125,31,8033.92529296875,381,8,11605.6953125
"17",80,171,37614.57421875,15755,33,18226.673828125,331,8,21859.57421875
"18",84,171,40131.4375,17932.8125,28,18946.56640625,331,8,22198.625
"19",81,171,46921.69140625,11148.16015625,32,20560.4765625,331,8,35773.53125
"20",85,171,32527.876953125,15531.0439453125,30,18335.73828125,331,8,16996.83203125
"21",86,171,40175.6171875,17155.759765625,39,18190.142578125,331,8,23019.857421875
"22",83,171,32511.3984375,12597.189453125,32,19082.66796875,331,8,19914.208984375
"23",79,171,130107.671875,67102.109375,78,17242.0546875,331,8,63005.5625
"24",82,171,28433.126953125,5752.15087890625,32,19771.701171875,331,8,22680.9765625
"25",82,1152,1170292.375,134627.484375,331,1374058.625,311,8,1035664.875
"26",84,1152,1251038.375,684936.5625,172,1415793.375,311,8,566101.8125
"27",81,1152,931365.6875,146868.1875,353,1345637.875,311,8,784497.5
"28",79,1152,904342.6875,309295.34375,389,1128764.125,311,8,595047.375
"29",85,1152,1402571.25,685499.375,408,1477764.125,311,8,717071.875
"30",83,1152,967470.875,230717.375,325,1395943.625,311,8,736753.5
"31",80,1152,1131977.625,138721,405,1389797.5,311,8,993256.625
"32",86,1152,1514700.25,479828.375,393,1483697,311,8,1034871.875
"33",81,1341,19333.537109375,11776.9775390625,35,806.72216796875,369,8,7556.5595703125
"34",82,1341,9278.138671875,3864.62890625,25,2174.14697265625,369,8,5413.509765625
"35",86,1341,7552.75,6114.4150390625,21,1643.73559570312,369,8,1438.3349609375
"36",79,1341,19396.8203125,8737.1064453125,27,717.716247558594,369,8,10659.7138671875
"37",83,1341,6354.65283203125,3519.28295898438,18,2015.26110839844,369,8,2835.36987304688
"38",84,1341,4726.697265625,3419.07934570312,20,1870.21313476562,369,8,1307.61791992188
"39",80,1341,13400.544921875,5973,25,625.851806640625,369,8,7427.544921875
"40",85,1341,6773.88134765625,4522.32861328125,21,1737.494140625,369,8,2251.552734375
"41",83,1773,1313.05053710938,648.849426269531,10,1192.16552734375,342,8,664.201110839844
"42",86,1773,7477.6923828125,1104.61608886719,10,1378.44689941406,342,8,6373.076171875
"43",82,1773,2853.0810546875,1860.462890625,10,1324.68127441406,342,8,992.6181640625
"44",85,1773,1570.81188964844,1101.29858398438,10,1052.61596679688,342,8,469.513305664062
"45",79,1773,4033.44604492188,2145.74633789062,11,1870.17260742188,342,8,1887.69970703125
"46",80,1773,4800,1269,11,1634.32678222656,342,8,3531
"47",81,1773,4873.69140625,1497.21435546875,12,1471.56579589844,342,8,3376.47705078125
"48",84,1773,1301.8056640625,858.889526367188,10,1154.02746582031,342,8,442.916137695312
"49",86,2421,10470.40234375,7024.6181640625,14,1316.43859863281,311,8,3445.7841796875
"50",83,2421,10981.19140625,6682.47900390625,17,1912.32592773438,311,8,4298.71240234375
"51",82,2421,13867.2939453125,8279.5732421875,17,2185.63623046875,311,8,5587.720703125
"52",79,2421,12838.4541015625,7666.04638671875,24,2930.44091796875,311,8,5172.40771484375
"53",85,2421,10564.3583984375,7887.548828125,16,1484.36145019531,311,8,2676.8095703125
"54",80,2421,11242,7188,20,2541.77563476562,311,8,4054
"55",84,2421,12079.1015625,7243.228515625,18,1681.00659179688,311,8,4835.873046875
"56",81,2421,12146.615234375,6481.7568359375,20,2509.9462890625,311,8,5664.8583984375
"57",85,3123,3617.41821289062,2285.0966796875,10,711.346618652344,369,8,1332.32153320312
"58",82,3123,2293.5361328125,1397.14733886719,15,711.599182128906,369,8,896.388793945312
"59",84,3123,3382.07592773438,2318.89331054688,10,719.980041503906,369,8,1063.1826171875
"60",83,3123,2663.11352539062,1289.75891113281,11,720.9091796875,369,8,1373.35461425781
"61",79,3123,5157.4453125,1362.1513671875,13,1069.11096191406,369,8,3795.2939453125
"62",81,3123,3899.2392578125,2412.98706054688,13,998.239135742188,369,8,1486.25219726562
"63",80,3123,2935.41577148438,1164,10,1035.32141113281,369,8,1771.41577148438
"64",86,3123,3922.06469726562,2661.82983398438,10,1096.65063476562,369,8,1260.23486328125
"65",82,5112,7413.4931640625,4748.7880859375,13,798.204284667969,332,8,2664.705078125
"66",80,5112,7136.9541015625,4928,20,1004.0869140625,332,8,2208.9541015625
"67",79,5112,8182.25537109375,3273.84326171875,23,1130.98217773438,332,8,4908.412109375
"68",81,5112,9959.7529296875,4526.64697265625,20,894.020874023438,332,8,5433.10595703125
"69",83,5112,6155.33544921875,3643.1611328125,13,714.497985839844,332,8,2512.17431640625
"70",84,5112,8528.6845703125,3674.16674804688,12,641.122924804688,332,8,4854.517578125
"71",85,5112,9808.7900390625,4411.2294921875,13,576.5947265625,332,8,5397.560546875
"72",86,5112,8398.2373046875,5647.37060546875,14,424.2646484375,332,8,2750.86669921875
"73",81,5265,12399.1552734375,4590.923828125,13,3541.673828125,311,8,7808.2314453125
"74",84,5265,6224.32958984375,3523.3544921875,11,2513.91967773438,311,8,2700.97509765625
"75",82,5265,9437.1767578125,4653.87158203125,11,3085.81274414062,311,8,4783.30517578125
"76",79,5265,9692.9990234375,5738.4453125,16,3777.26098632812,311,8,3954.5537109375
"77",80,5265,10166,6117,13,4086.2666015625,311,8,4049
"78",86,5265,6739.1884765625,4504.23486328125,10,1975.61804199219,311,8,2234.95361328125
"79",83,5265,8277.9365234375,4988.21923828125,12,2745.03198242188,311,8,3289.71728515625
"80",85,5265,6539.97119140625,5754.6015625,12,2223.18579101562,311,8,785.36962890625
"81",80,5733,30638.689453125,25096,21,3364.06591796875,332,8,5542.689453125
"82",85,5733,73470.96875,39485.609375,30,6217.77783203125,332,8,33985.359375
"83",81,5733,44572.1953125,39135.7578125,21,4109.29541015625,332,8,5436.4375
"84",82,5733,37062.27734375,19874.857421875,24,3680.5341796875,332,8,17187.419921875
"85",83,5733,60718.671875,38566.64453125,24,3611.92797851562,332,8,22152.02734375
"86",84,5733,85383.921875,42045.30859375,28,6524.18798828125,332,8,43338.61328125
"87",79,5733,21898.93359375,14711.416015625,18,1731.62927246094,332,8,7187.517578125
"88",86,5733,88631.203125,42148.9765625,36,6870.67724609375,332,8,46482.2265625
"89",84,5931,14094.0185546875,2159.14721679688,50,14789.986328125,369,8,11934.87109375
"90",86,5931,8694.3037109375,640.877502441406,38,12964.169921875,369,8,8053.42626953125
"91",79,5931,2611.68627929688,1723.18884277344,11,3941.64428710938,369,8,888.497436523438
"92",85,5931,12533.056640625,1613.57250976562,45,14312.8271484375,369,8,10919.484375
"93",80,5931,11169.3076171875,2250,47,3547.8759765625,369,8,8919.3076171875
"94",82,5931,3405.62109375,855.259216308594,53,2874.15869140625,369,8,2550.36181640625
"95",81,5931,12788.705078125,10388.9248046875,50,3193.34619140625,369,8,2399.7802734375
"96",83,5931,12754.2509765625,1490.84399414062,32,16916.955078125,369,8,11263.4072265625
"97",80,9036,26755.095703125,9187,18,6745.31982421875,342,8,17568.095703125
"98",86,9036,16266.990234375,11083.4931640625,19,11053.7421875,342,8,5183.4970703125
"99",82,9036,20495.423828125,8249.939453125,15,11134.52734375,342,8,12245.484375
"100",83,9036,14551.92578125,6461.14794921875,15,10075.2109375,342,8,8090.77783203125
"101",81,9036,30051.888671875,9360.994140625,17,6784.4658203125,342,8,20690.89453125
"102",79,9036,44023.4765625,18415.2421875,19,4144.8828125,342,8,25608.234375
"103",84,9036,13454.1494140625,6187.52880859375,16,9520.27734375,342,8,7266.62060546875
"104",85,9036,11139.49609375,6691.32470703125,16,9630.2509765625,342,8,4448.17138671875
"105",79,9621,39483.6953125,29732.169921875,30,1098.05859375,323,8,9751.525390625
"106",84,9621,60805.59765625,46443.71484375,38,3211.95263671875,323,8,14361.8828125
"107",85,9621,64190.4765625,43000.08984375,43,3095.6103515625,323,8,21190.38671875
"108",82,9621,52705.80859375,23943.537109375,35,3426.98413085938,323,8,28762.271484375
"109",80,9621,48612.6953125,24501,33,1101.51403808594,323,8,24111.6953125
"110",81,9621,65878.296875,30406.087890625,35,2277.13500976562,323,8,35472.2109375
"111",86,9621,61710.4765625,53109.71875,35,3504.3330078125,323,8,8600.7578125
"112",83,9621,68171.3203125,36276.8203125,34,3402.953125,323,8,31894.5
"113",82,10539,33737.359375,25671.873046875,32,8040.71630859375,356,8,8065.486328125
"114",84,10539,74776.0703125,45170.41015625,29,10804.6044921875,356,8,29605.66015625
"115",80,10539,46481.046875,26142,34,8255.0673828125,356,8,20339.046875
"116",79,10539,49300.05859375,31689.576171875,33,7686.1103515625,356,8,17610.482421875
"117",85,10539,92145.515625,64379.50390625,43,12343.6376953125,356,8,27766.01171875
"118",81,10539,56968.546875,37207.33203125,34,8591.4619140625,356,8,19761.21484375
"119",83,10539,61924.34375,34080.625,31,8349.978515625,356,8,27843.71875
"120",86,10539,131837.640625,110491.3125,54,17773.341796875,356,8,21346.328125
"121",86,11574,632808.75,614207.5625,116,177953.828125,352,8,18601.1875
"122",81,11574,694414.8125,461391.625,186,207373.34375,352,8,233023.1875
"123",80,11574,683670.25,504596,176,206227.515625,352,8,179074.25
"124",79,11574,638002.0625,368872.1875,179,175142.375,352,8,269129.875
"125",85,11574,614833.375,490468.5625,166,189073.671875,352,8,124364.8125
"126",84,11574,572746.5625,488738.96875,151,187110.578125,352,8,84007.59375
"127",83,11574,587863.0625,513113.71875,147,192888.0625,352,8,74749.34375
"128",82,11574,573782.6875,423649.03125,148,200804.390625,352,8,150133.65625
"129",86,15921,792394.3125,593364.1875,527,100240.1484375,311,8,199030.125
"130",83,15921,302581.15625,123407.0703125,231,55036.27734375,311,8,179174.09375
"131",84,15921,397662.1875,364871.25,410,57697.50390625,311,8,32790.9375
"132",80,15921,415999.6875,142629,228,58874.98046875,311,8,273370.6875
"133",79,15921,293193.375,185865.671875,270,48413.52734375,311,8,107327.703125
"134",82,15921,349086.6875,267120.625,218,57885.74609375,311,8,81966.0625
"135",85,15921,757915.125,599817.75,484,86614.0390625,311,8,158097.375
"136",81,15921,395979.65625,258046.28125,313,61357.671875,311,8,137933.375
"137",86,16578,61533.171875,34392.515625,24,4943.921875,311,8,27140.65625
"138",79,16578,21130.041015625,10822.2587890625,26,5516.45458984375,311,8,10307.7822265625
"139",83,16578,49567.625,29743.455078125,35,6259.3212890625,311,8,19824.169921875
"140",80,16578,24483.796875,13492,30,5480.51953125,311,8,10991.796875
"141",81,16578,36522.75,17081.970703125,32,6266.48291015625,311,8,19440.779296875
"142",85,16578,65673.2109375,34119.1640625,25,5454.60009765625,311,8,31554.046875
"143",84,16578,59013.67578125,33757.22265625,39,5643.38525390625,311,8,25256.453125
"144",82,16578,44013.97265625,26116.0859375,23,6196.91064453125,311,8,17897.88671875
"145",86,16605,354540.96875,293142.59375,489,282101.96875,311,8,61398.375
"146",84,16605,327955.78125,148104.71875,259,214074.140625,311,8,179851.0625
"147",80,16605,489362.96875,323430,262,235838.03125,311,8,165932.96875
"148",79,16605,232113.671875,145977.5,251,246769.0625,311,8,86136.171875
"149",83,16605,172821.546875,131653.375,252,216619.375,311,8,41168.171875
"150",85,16605,335011.125,167651.96875,445,266542.46875,311,8,167359.15625
"151",81,16605,360461.59375,293899,228,226975.078125,311,8,66562.59375
"152",82,16605,275967.25,118872.9921875,143,226444.203125,311,8,157094.25
"153",86,17775,19504.8125,7004.49072265625,20,2576.65551757812,311,8,12500.322265625
"154",85,17775,15363.3125,7602.59619140625,22,2920.34936523438,311,8,7760.71630859375
"155",79,17775,8861.2880859375,6706.2783203125,14,3453.6787109375,311,8,2155.009765625
"156",81,17775,16823.35546875,8197.4599609375,18,2950.19921875,311,8,8625.8955078125
"157",83,17775,20698.455078125,10841.828125,20,3129.53930664062,311,8,9856.626953125
"158",80,17775,9841,7617,16,3382.69580078125,311,8,2224
"159",84,17775,22980.328125,10511.9150390625,20,3277.54174804688,311,8,12468.4130859375
"160",82,17775,22572.234375,10538.50390625,21,2993.62280273438,311,8,12033.73046875
"161",86,18117,8724.2080078125,3812.025390625,12,2293.53125,311,8,4912.1826171875
"162",82,18117,6120.470703125,4264.8603515625,11,3690.58569335938,311,8,1855.6103515625
"163",84,18117,7308.27880859375,3697.2607421875,10,2884.74194335938,311,8,3611.01806640625
"164",81,18117,8277.8125,5751.40478515625,12,4171.60546875,311,8,2526.40771484375
"165",79,18117,5827.35498046875,4668.45166015625,12,3895.22998046875,311,8,1158.9033203125
"166",83,18117,4667.4658203125,2961.36791992188,11,3255.64428710938,311,8,1706.09790039062
"167",85,18117,10506.7939453125,7490.693359375,11,2566.99731445312,311,8,3016.1005859375
"168",80,18117,11348.52734375,5907,12,4150.00927734375,311,8,5441.52734375
"169",82,19125,131172.28125,41964.09375,126,37869.63671875,331,8,89208.1875
"170",80,19125,61886.0390625,30280,103,29473.458984375,331,8,31606.0390625
"171",81,19125,106143.53125,27689.67578125,128,31788.2578125,331,8,78453.859375
"172",85,19125,227734.078125,169109.765625,281,56956.8359375,331,8,58624.3125
"173",84,19125,175244.15625,121409.8984375,206,56844.515625,331,8,53834.2578125
"174",79,19125,50960.921875,27089.916015625,98,31141.0625,331,8,23871.005859375
"175",86,19125,184615.359375,151631.75,323,105624.265625,331,8,32983.609375
"176",83,19125,109798.4453125,74612.8828125,123,41266.390625,331,8,35185.5625
"177",81,19188,9324.05078125,5492.5576171875,21,2630.5390625,311,8,3831.4931640625
"178",86,19188,16338.5234375,9796.9150390625,22,1623.08569335938,311,8,6541.6083984375
"179",84,19188,11080.2587890625,7533.43115234375,22,1944.03283691406,311,8,3546.82763671875
"180",83,19188,11534.3232421875,6372.71240234375,22,2140.9248046875,311,8,5161.61083984375
"181",85,19188,12587.7119140625,8682.4580078125,22,1772.68420410156,311,8,3905.25390625
"182",82,19188,10416.94140625,7080.20068359375,22,2367.92456054688,311,8,3336.74072265625
"183",79,19188,13432.341796875,8984.7197265625,23,3290.7001953125,311,8,4447.6220703125
"184",80,19188,9401,6049,22,2935.4345703125,311,8,3352
"185",82,19287,8281.412109375,6772.03515625,14,781.272033691406,311,8,1509.376953125
"186",85,19287,11843.6875,9224.3876953125,16,563.894409179688,311,8,2619.2998046875
"187",79,19287,8892.19140625,6760.046875,20,1099.11791992188,311,8,2132.14453125
"188",80,19287,6646,4564,18,979.134765625,311,8,2082
"189",86,19287,14042.9384765625,6808.873046875,20,507.419860839844,311,8,7234.0654296875
"190",81,19287,6698.9619140625,4455.24560546875,18,873.856750488281,311,8,2243.71630859375
"191",84,19287,10729.67578125,7512.9716796875,14,627.629455566406,311,8,3216.7041015625
"192",83,19287,9955.7275390625,6430.10107421875,16,699.678100585938,311,8,3525.62646484375
"193",86,20331,8242.16015625,4408.62744140625,16,1709.08728027344,311,8,3833.53271484375
"194",81,20331,8113.56689453125,4661.16845703125,15,3111.93579101562,311,8,3452.3984375
"195",79,20331,9959.0400390625,4774.64453125,23,3973.24975585938,311,8,5184.3955078125
"196",80,20331,8147,3743,18,3509.75024414062,311,8,4404
"197",85,20331,7439.8486328125,4314.65234375,15,1993.43505859375,311,8,3125.1962890625
"198",83,20331,7923.19580078125,5777.30859375,15,2473.2734375,311,8,2145.88720703125
"199",84,20331,7664.20654296875,4499.49169921875,13,2216.62231445312,311,8,3164.71484375
"200",82,20331,6381.17626953125,4806.05224609375,15,2769.326171875,311,8,1575.1240234375
"201",86,20925,13537.5751953125,9361.96484375,25,2088.31225585938,311,8,4175.6103515625
"202",85,20925,13971.98828125,12453.1826171875,24,2449.27490234375,311,8,1518.8056640625
"203",82,20925,12490.3525390625,9484.6533203125,27,4034.38330078125,311,8,3005.69921875
"204",81,20925,10937.080078125,8543.8720703125,27,4797.4140625,311,8,2393.2080078125
"205",83,20925,11770.16015625,9084.310546875,26,3404.3134765625,311,8,2685.849609375
"206",80,20925,11905,9061,27,5723.91748046875,311,8,2844
"207",84,20925,12035.2783203125,9935.81640625,23,2882.57690429688,311,8,2099.4619140625
"208",79,20925,14962.7451171875,12455.4775390625,28,6851.72998046875,311,8,2507.267578125
"209",85,24066,63528.8359375,24417.849609375,74,11533.1103515625,331,8,39110.984375
"210",84,24066,45585.45703125,27956.16015625,38,2754.41015625,331,8,17629.296875
"211",82,24066,31881.537109375,14905.912109375,68,3553.78369140625,331,8,16975.625
"212",83,24066,39394.75390625,23328.068359375,63,3198.087890625,331,8,16066.685546875
"213",81,24066,29666.822265625,12061.1142578125,75,3960.59716796875,331,8,17605.70703125
"214",80,24066,31369.884765625,28244,40,4427.38232421875,331,8,3125.884765625
"215",79,24066,28336.486328125,21531.728515625,38,4964.78466796875,331,8,6804.7578125
"216",86,24066,53160.9609375,23491.33203125,73,10398.9033203125,331,8,29669.62890625
"217",83,24687,8874.2412109375,4229.4423828125,20,3374.9248046875,331,8,4644.798828125
"218",80,24687,6366,2633,17,4382.0283203125,331,8,3733
"219",85,24687,16146.552734375,9526.55859375,33,3254.8671875,331,8,6619.994140625
"220",81,24687,7343.12255859375,3505.28076171875,20,4008.22705078125,331,8,3837.841796875
"221",82,24687,7972.60791015625,3834.76733398438,20,3674.15600585938,331,8,4137.8408203125
"222",79,24687,10006.083984375,5375.8408203125,17,4801.2822265625,331,8,4630.2431640625
"223",86,24687,15317.6416015625,6793.453125,41,2964.919921875,331,8,8524.1884765625
"224",84,24687,20954.828125,10494.23828125,41,3586.005859375,331,8,10460.58984375
"225",85,25686,2925396.5,1818001.625,397,1256115.25,311,8,1107394.875
"226",83,25686,1763209.125,1345941.375,321,1471510.125,311,8,417267.75
"227",86,25686,3846768.5,2738573.5,505,1189388.25,311,8,1108195
"228",80,25686,600953.25,419664,209,1844056.5,311,8,181289.25
"229",81,25686,1445170.75,1025758.25,301,1703010.5,311,8,419412.5
"230",79,25686,426912.28125,308877.28125,286,1995937,311,8,118035
"231",82,25686,2360210.5,1245702.5,300,1580074.875,311,8,1114508
"232",84,25686,2144324,1368479.625,336,1347277.25,311,8,775844.375
"233",86,26118,92284.1953125,64966.3984375,81,6220.1298828125,311,8,27317.796875
"234",83,26118,39164.671875,31779.4375,54,7632.50537109375,311,8,7385.234375
"235",79,26118,25128.705078125,21706.3515625,32,11965.3056640625,311,8,3422.353515625
"236",82,26118,39952,29043.66015625,40,8495.55859375,311,8,10908.33984375
"237",81,26118,28929.146484375,20520.111328125,54,9488.4130859375,311,8,8409.03515625
"238",85,26118,86044.421875,66666.09375,91,6543.72900390625,311,8,19378.328125
"239",80,26118,29876,20212,37,10635.2177734375,311,8,9664
"240",84,26118,38508.08203125,36926.84375,55,6879.3134765625,311,8,1581.23828125
"241",85,27612,105405.265625,47847.80859375,204,5410.052734375,331,8,57557.45703125
"242",81,27612,101048.5078125,29174.556640625,161,7369.40966796875,331,8,71873.953125
"243",79,27612,24947.43359375,18161.697265625,93,7224.5595703125,331,8,6785.736328125
"244",80,27612,63926.2890625,14578,142,6648.6787109375,331,8,49348.2890625
"245",84,27612,113268.7578125,36458.8515625,95,5829.65087890625,331,8,76809.90625
"246",86,27612,72154.5078125,39028.87890625,133,5032.23291015625,331,8,33125.62890625
"247",82,27612,71384.40625,14901.4921875,158,6784.095703125,331,8,56482.9140625
"248",83,27612,81378.1015625,29083.46484375,95,6297.54052734375,331,8,52294.63671875
"249",79,28134,978728.6875,180253.359375,240,435832.71875,351,8,798475.3125
"250",85,28134,1490768.875,306637.34375,149,350711.6875,351,8,1184131.5
"251",82,28134,1099514.25,421390.84375,169,508506.09375,351,8,678123.375
"252",81,28134,1192701.375,128928.6953125,194,528937.9375,351,8,1063772.625
"253",80,28134,936096.6875,470028,216,469039.375,351,8,466068.6875
"254",86,28134,1330254.625,497511.8125,145,368621.96875,351,8,832742.8125
"255",83,28134,1438267,529223.6875,163,368426.75,351,8,909043.3125
"256",84,28134,1215948.875,237618.078125,151,351571.90625,351,8,978330.8125
"257",81,28341,11721.2841796875,9420.4873046875,19,2853.72534179688,311,8,2300.796875
"258",82,28341,14051.7646484375,9389.541015625,21,2494.55737304688,311,8,4662.2236328125
"259",83,28341,20821.95703125,9238.8681640625,18,2195.38916015625,311,8,11583.0888671875
"260",85,28341,12302.6328125,10622.7724609375,23,1735.00268554688,311,8,1679.8603515625
"261",86,28341,9608.46875,6553.8154296875,13,1557.65441894531,311,8,3054.6533203125
"262",79,28341,11203.248046875,8598.9306640625,15,3325.53881835938,311,8,2604.3173828125
"263",80,28341,14338,12988,21,2898.92895507812,311,8,1350
"264",84,28341,12949.681640625,10326.1630859375,27,1945.17712402344,311,8,2623.5185546875
"265",80,28629,175347,128346,99,60586.4140625,311,8,47001
"266",81,28629,296567.625,233891.734375,89,59720.94921875,311,8,62675.890625
"267",83,28629,202196.96875,67016.5234375,86,58232.23828125,311,8,135180.4375
"268",85,28629,168752.90625,67164.0625,83,58789.6796875,311,8,101588.84375
"269",84,28629,222667.421875,144119.40625,74,59568.8984375,311,8,78548.015625
"270",82,28629,200610.140625,115430.859375,91,58939.33984375,311,8,85179.28125
"271",79,28629,88295.296875,31908.927734375,87,40202.04296875,311,8,56386.3671875
"272",86,28629,250004.40625,52625.19921875,103,53499.671875,311,8,197379.203125
"273",83,29259,59702.08984375,35694.796875,84,32626.31640625,321,8,24007.29296875
"274",85,29259,82814.421875,41663.05859375,102,28588.55859375,321,8,41151.36328125
"275",86,29259,93508.984375,42099.89453125,123,26441.841796875,321,8,51409.08984375
"276",80,29259,64826.45703125,25164,112,39793.27734375,321,8,39662.45703125
"277",79,29259,65145.26953125,27753.873046875,115,35911.02734375,321,8,37391.3984375
"278",84,29259,83718.53125,43479.2890625,101,31885.125,321,8,40239.2421875
"279",82,29259,36301.0625,16039.658203125,102,35740.9375,321,8,20261.404296875
"280",81,29259,45499.796875,18744.26171875,107,36597.34765625,321,8,26755.53515625
"281",85,29709,7061.85400390625,5049.345703125,16,4694.2568359375,331,8,2012.50830078125
"282",79,29709,3810.32250976562,1827.51574707031,16,4825.423828125,331,8,1982.80676269531
"283",82,29709,6135.38037109375,3665.92431640625,14,5247.025390625,331,8,2469.4560546875
"284",80,29709,5414.17919921875,1758,13,4488.0107421875,331,8,3656.17919921875
"285",83,29709,5655.31396484375,3051.10229492188,12,5005.6103515625,331,8,2604.21166992188
"286",86,29709,7844.0087890625,1692.55517578125,15,4422.548828125,331,8,6151.45361328125
"287",84,29709,6326.12109375,4242.119140625,16,5004.75048828125,331,8,2084.001953125
"288",81,29709,6900.58642578125,2825.005859375,12,4745.55859375,331,8,4075.58056640625
"289",85,30879,18468.28125,8676.9375,26,715.615173339844,324,8,9791.34375
"290",80,30879,11515.0888671875,9754,28,557.905029296875,324,8,1761.0888671875
"291",81,30879,7810.3994140625,5122.11181640625,28,575.762023925781,324,8,2688.28759765625
"292",79,30879,13018.0224609375,9929.7646484375,26,869.954162597656,324,8,3088.2578125
"293",82,30879,8235.6845703125,6551.72705078125,25,542.323486328125,324,8,1683.95751953125
"294",86,30879,18074.4765625,8467.0625,26,644.076538085938,324,8,9607.4140625
"295",83,30879,10157.5478515625,6772.37646484375,24,753.070617675781,324,8,3385.17138671875
"296",84,30879,14410.3681640625,8567.8505859375,26,680.721496582031,324,8,5842.517578125
"297",85,32004,33691.3671875,31047.03125,31,4152.85302734375,311,8,2644.3359375
